,ltable_id,rtable_id,label,l_entity,r_entity
3315,100,2827,0,"{'title': 'textbridge pro 11 5u license xp', 'manufacturer': 'nuance communications inc. .', 'price': '', 'category': 'Software', 'subcategory': 'OCR & Text Recognition', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Desktop OCR', 'modelno': '11.0'}","{'title': 'readiris pro 11 corporate edition for pc', 'manufacturer': '', 'price': 349.99, 'category': 'OCR Software', 'subcategory': 'Business', 'platform': 'PC', 'edition': 'Corporate Edition', 'type': 'Desktop', 'modelno': '11'}"
3316,557,2503,0,"{'title': 'adobe creative suite cs3 production premium', 'manufacturer': 'adobe', 'price': 1699.0, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Mac', 'edition': 'Premium', 'type': 'Upgrade', 'modelno': 'CS3'}","{'title': 'adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software', 'manufacturer': '', 'price': 149.95, 'category': 'Video Editing Software', 'subcategory': 'Consumer Video Editing', 'platform': 'Windows', 'edition': 'Bundle', 'type': 'Software', 'modelno': 'PE30-PSE5'}"
3317,799,345,0,"{'title': 'hp dss software v. 4.0 complete package t1936aa ua0 )', 'manufacturer': 'hewlett-packard - ( consumables )', 'price': 630.36, 'category': 'Software', 'subcategory': 'DSS Software', 'platform': 'HP', 'edition': '4.0', 'type': 'Complete Package', 'modelno': 't1936aa ua0)'}","{'title': 'emc insignia retrospect desktop 6.x', 'manufacturer': '', 'price': 89.99, 'category': 'Backup Software', 'subcategory': 'Windows', 'platform': 'Desktop', 'edition': 'Professional', 'type': 'Retrospect', 'modelno': '6.x'}"
3318,828,1140,0,"{'title': 'pinnacle mobile media converter', 'manufacturer': 'pinnacle', 'price': 29.99, 'category': 'Software', 'subcategory': 'Video Conversion', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Converter', 'modelno': 'PMC-W'}","{'title': 'sony vegas movie studio 7 + dvd platinum edition academic', 'manufacturer': '', 'price': 92.99, 'category': 'Video Editing Software', 'subcategory': 'Suite', 'platform': 'Windows', 'edition': 'Platinum Edition', 'type': 'DVD', 'modelno': '7.0'}"
3319,267,558,0,"{'title': 'adobe photoshop elements 5.0 / premier elements 3.0 [ lb ]', 'manufacturer': 'adobe', 'price': 149.99, 'category': 'Software', 'subcategory': 'Photo & Video Editing', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Photo Editing', 'modelno': '5.0 / Premier Elements 3.0'}","{'title': 'adobe cs3 design standard', 'manufacturer': '', 'price': 1243.99, 'category': 'software', 'subcategory': 'design', 'platform': 'mac', 'edition': 'standard', 'type': 'desktop', 'modelno': ''}"
3320,661,2714,0,"{'title': 'adobe cs3 design standard macosx dvd', 'manufacturer': 'adobe', 'price': 399.0, 'category': 'Software', 'subcategory': 'Design & Photo', 'platform': 'MacOSX', 'edition': 'Standard', 'type': 'Boxed DVD', 'modelno': 'CS3'}","{'title': 'absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher', 'manufacturer': '', 'price': 80.97, 'category': 'Computer Security', 'subcategory': 'Tracking & Monitoring', 'platform': 'MacOS', 'edition': '3 Year License', 'type': 'Software', 'modelno': 'LFL-M2-36'}"
3321,1108,964,1,"{'title': '3d bridge deluxe ( mac )', 'manufacturer': 'freeverse software', 'price': 24.99, 'category': 'Games', 'subcategory': 'Card & Board', 'platform': 'Mac', 'edition': 'Deluxe', 'type': 'Software', 'modelno': 'FV003'}","{'title': 'freeverse 3d bridge deluxe', 'manufacturer': '', 'price': 24.99, 'category': 'Games', 'subcategory': 'Card & Board', 'platform': 'Mac', 'edition': 'Deluxe', 'type': 'Software', 'modelno': 'FV003'}"
3322,1044,500,0,"{'title': 'hoyle puzzle & board games 2007', 'manufacturer': 'encore software', 'price': 19.99, 'category': 'Puzzle & Board Games', 'subcategory': 'General', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Game', 'modelno': 'HBP2007'}","{'title': 'viva media llc learn to play chess with fritz & chesster', 'manufacturer': '', 'price': 26.14, 'category': 'Education', 'subcategory': 'Learning & Education Software', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'VIVA-94182'}"
3323,876,2473,1,"{'title': 'adobe soundbooth cs3 [ mac ]', 'manufacturer': 'adobe', 'price': 199.0, 'category': 'Audio Editing Software', 'subcategory': 'Mac Software', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Audio Editing', 'modelno': 'CS3'}","{'title': 'adobe soundbooth cs3 audio editing software mac music production software', 'manufacturer': '', 'price': 198.95, 'category': 'Software', 'subcategory': 'Audio Editing', 'platform': 'Mac', 'edition': 'CS3', 'type': 'Software', 'modelno': ''}"
3324,917,239,0,"{'title': 'elementary advantage 2008', 'manufacturer': 'encore software', 'price': '', 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'EA2008'}","{'title': 'microsoft windows vista ultimate retail no open box returns', 'manufacturer': '', 'price': 399.99, 'category': 'Operating Systems', 'subcategory': 'Windows', 'platform': 'Windows', 'edition': 'Ultimate', 'type': 'Retail', 'modelno': 'No Open Box Returns'}"
3325,1212,3041,0,"{'title': 'math success deluxe 2008', 'manufacturer': 'topics entertainment', 'price': 49.99, 'category': 'Education', 'subcategory': 'Mathematics', 'platform': 'Windows', 'edition': 'Deluxe Edition', 'type': 'Software', 'modelno': 'TS-008'}","{'title': 'cluefinders 3rd grade adventures : mystery of mathra', 'manufacturer': '', 'price': 10.95, 'category': 'mathematics', 'subcategory': 'adventures', 'platform': 'grades 3-5', 'edition': '1st edition', 'type': 'educational', 'modelno': ''}"
3326,1108,964,1,"{'title': '3d bridge deluxe ( mac )', 'manufacturer': 'freeverse software', 'price': 24.99, 'category': 'Games', 'subcategory': 'Card & Board', 'platform': 'Mac', 'edition': 'Deluxe', 'type': 'Software', 'modelno': 'FV003'}","{'title': 'freeverse 3d bridge deluxe', 'manufacturer': '', 'price': 24.99, 'category': 'Games', 'subcategory': 'Card & Board', 'platform': 'Mac', 'edition': 'Deluxe', 'type': 'Software', 'modelno': 'FV003'}"
3327,88,358,0,"{'title': 'total training for adobe creative suite 3 : design premium bundle', 'manufacturer': 'total training', 'price': 299.99, 'category': 'Software', 'subcategory': 'Design & Multimedia', 'platform': 'Windows', 'edition': 'Premium', 'type': 'Video Training', 'modelno': 'CT03DPB'}","{'title': 'adobe illustrator cs3 for mac academic', 'manufacturer': 'adobe-education-box', 'price': 199.99, 'category': 'Graphics & Design Software', 'subcategory': 'Vector Graphics', 'platform': 'Mac', 'edition': 'Academic', 'type': 'Boxed Software', 'modelno': '13'}"
3328,819,2597,0,"{'title': 'mavis beacon 17 standard', 'manufacturer': 'encore software', 'price': 19.95, 'category': 'Education', 'subcategory': 'Typing Tutor', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'MB17S'}","{'title': 'east west propack for garageband av production software', 'manufacturer': '', 'price': 152.96, 'category': 'Music Production', 'subcategory': 'Virtual Instruments', 'platform': 'MacOS', 'edition': 'Pro', 'type': 'Software', 'modelno': 'EW-PRO-MAC'}"
3329,216,946,0,"{'title': 'adobe illustrator cs3 upgrade from freehand [ mac ]', 'manufacturer': 'adobe', 'price': 199.0, 'category': 'Software', 'subcategory': 'Design & Photo Editing', 'platform': 'Mac', 'edition': 'Upgrade', 'type': 'Illustrator', 'modelno': 'CS3'}","{'title': 'adobe cs3 design standard upgrade', 'manufacturer': '', 'price': 413.99, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Windows', 'edition': 'Upgrade', 'type': 'License', 'modelno': 'ADCS3DSU'}"
3330,364,2395,1,"{'title': 'adobe premiere elements 3.0 [ lb ]', 'manufacturer': 'adobe', 'price': 99.99, 'category': 'Video Editing Software', 'subcategory': 'Consumer Video Editing', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Software', 'modelno': '3.0'}","{'title': 'adobe premiere elements 3 video editing software for windows consumer video editing software', 'manufacturer': '', 'price': 99.95, 'category': 'Video Editing Software', 'subcategory': 'Consumer Video Editing', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Software', 'modelno': '3.0'}"
3331,250,800,0,"{'title': 'adobe after effects professional 7.0', 'manufacturer': 'adobe', 'price': 999.0, 'category': 'Software', 'subcategory': 'Video Editing', 'platform': 'Mac', 'edition': 'Pro', 'type': 'Desktop', 'modelno': '7.0'}","{'title': 'adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows', 'manufacturer': '', 'price': 723.95, 'category': 'Video Editing Software', 'subcategory': 'Professional', 'platform': 'Windows', 'edition': 'Full Version', 'type': 'Digital Download', 'modelno': 'NPPR3-200E-XBHJ-6Y221-XBHJ9'}"
3332,741,2280,0,"{'title': 'illustrator cs3 13 mac ed 1u', 'manufacturer': 'adobe-education-box', 'price': 199.0, 'category': 'Graphics & Design Software', 'subcategory': 'Vector Graphics', 'platform': 'Mac', 'edition': 'Education', 'type': 'Boxed Software', 'modelno': '13'}","{'title': 'encore software 10450 encore high school advantage v. 2007 complete product training/wbt 1 user complete product standard pc', 'manufacturer': '', 'price': 25.97, 'category': 'Education', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Complete Product Training', 'type': 'Web-Based Training', 'modelno': '10450'}"
3333,516,195,0,"{'title': 'adobe creative suite cs3 design premium upgrade [ mac ]', 'manufacturer': 'adobe', 'price': 599.0, 'category': 'Software', 'subcategory': 'Design & Multimedia', 'platform': 'Mac', 'edition': 'Premium Upgrade', 'type': 'Upgrade', 'modelno': 'CS3'}","{'title': 'netopia timbuktu pro for mac single license', 'manufacturer': '', 'price': 97.99, 'category': 'Remote Access Software', 'subcategory': 'Remote Desktop', 'platform': 'Mac', 'edition': 'Single License', 'type': 'Software', 'modelno': 'TBTKPROSL-MAC'}"
3334,233,149,0,"{'title': 'photo explosion deluxe 3.0', 'manufacturer': 'nova development', 'price': 49.99, 'category': 'Software', 'subcategory': 'Design & Photography', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Desktop', 'modelno': 'PE30'}","{'title': 'roxio popcorn 2 video conversion software', 'manufacturer': '', 'price': 44.99, 'category': 'Software', 'subcategory': 'Video Editing', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Video Conversion', 'modelno': 'Roxio Popcorn 2'}"
3335,1322,163,0,"{'title': 'adobe creative suite cs3 design premium upsell', 'manufacturer': 'adobe', 'price': 1599.0, 'category': 'Software', 'subcategory': 'Design & Multimedia', 'platform': 'Mac', 'edition': 'Premium', 'type': 'Upsell', 'modelno': 'CS3'}","{'title': 'encore inc elementary advantage 2008', 'manufacturer': '', 'price': 33.89, 'category': 'Education', 'subcategory': 'Elementary Education', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'EIA2008'}"
3336,1044,2566,0,"{'title': 'hoyle puzzle & board games 2007', 'manufacturer': 'encore software', 'price': 19.99, 'category': 'Puzzle', 'subcategory': 'Board Games', 'platform': 'PC', 'edition': '2007', 'type': 'Game', 'modelno': '10000'}","{'title': 'encore software 10569 hoyle puzzle games 2007 win 98 me 2000 xp', 'manufacturer': '', 'price': 18.97, 'category': 'Puzzle', 'subcategory': 'Board Games', 'platform': 'Windows', 'edition': '2007', 'type': 'Game Software', 'modelno': '10569'}"
3337,876,372,0,"{'title': 'adobe soundbooth cs3 [ mac ]', 'manufacturer': 'adobe', 'price': 199.0, 'category': 'Audio Editing', 'subcategory': 'Audio Suites', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': 'SBCS3M'}","{'title': 'adobe premiere pro cs3 upgrade', 'manufacturer': '', 'price': 308.99, 'category': 'Software', 'subcategory': 'Video Editing', 'platform': 'Windows', 'edition': 'Upgrade', 'type': 'Product', 'modelno': 'Premiere Pro CS3'}"
3338,1019,2338,0,"{'title': 'neuratron photoscore professional 4', 'manufacturer': 'sibelius-software-ltd .', 'price': 199.99, 'category': 'Photography', 'subcategory': 'Photo Editing', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Software', 'modelno': '4.0'}","{'title': 'punch software 38100 punch ! super home suite ( small box )', 'manufacturer': 'punch software', 'price': 45.99, 'category': 'Home Design', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Super', 'type': 'Design', 'modelno': '38100'}"
3339,1251,1148,0,"{'title': 'adobe acrobat standard 8.0', 'manufacturer': 'adobe', 'price': 449.99, 'category': 'software', 'subcategory': 'document-management', 'platform': 'windows', 'edition': 'standard', 'type': 'desktop', 'modelno': '8.0'}","{'title': 'adobe acrobat 7.0 professional ( education version ) for windows', 'manufacturer': '', 'price': 154.99, 'category': 'Software', 'subcategory': 'PDF', 'platform': 'Windows', 'edition': 'Education Version', 'type': 'Professional', 'modelno': ''}"
3340,892,800,1,"{'title': 'adobe premiere pro cs3', 'manufacturer': 'adobe', 'price': 799.0, 'category': 'Video Editing Software', 'subcategory': 'Professional', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Boxed', 'modelno': 'NPPR3-200E-XBHJ-6Y221-XBHJ9'}","{'title': 'adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows', 'manufacturer': '', 'price': 723.95, 'category': 'Video Editing Software', 'subcategory': 'Professional', 'platform': 'Windows', 'edition': 'Full Version', 'type': 'Digital Download', 'modelno': 'NPPR3-200E-XBHJ-6Y221-XBHJ9'}"
3341,1130,2516,0,"{'title': 'adobe cs3 design premium macosx dvd', 'manufacturer': 'adobe', 'price': 599.0, 'category': 'Software', 'subcategory': 'Design & Multimedia', 'platform': 'MacOSX', 'edition': 'Premium', 'type': 'Boxed DVD', 'modelno': 'CS3'}","{'title': 'intuit quickbooks pro 2007 software for mac finance software', 'manufacturer': '', 'price': 189.95, 'category': 'Finance Software', 'subcategory': 'Business Finance', 'platform': 'Mac', 'edition': 'Pro', 'type': 'Accounting', 'modelno': 'QBP-Mac-2007'}"
3342,1019,2421,0,"{'title': 'neuratron photoscore professional 4', 'manufacturer': 'sibelius-software-ltd .', 'price': 199.99, 'category': 'Photography', 'subcategory': 'Photo Editing', 'platform': 'Windows', 'edition': 'Professional', 'type': 'Software', 'modelno': '4.0'}","{'title': 'punch software 17100 punch ! super home suite', 'manufacturer': 'punch software', 'price': 45.99, 'category': 'Home & Lifestyle', 'subcategory': 'Home Design', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '17100'}"
3343,1101,1368,1,"{'title': 'steinberg cubase studio 4', 'manufacturer': 'steinberg', 'price': 499.99, 'category': 'Music Production Software', 'subcategory': 'DAWs', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'Cubase Studio 4'}","{'title': 'steinberg cubase studio 4 software music production software', 'manufacturer': '', 'price': 399.99, 'category': 'DAWs', 'subcategory': 'Cubase', 'platform': 'Windows', 'edition': 'Studio', 'type': 'Software', 'modelno': '4'}"
3344,1076,906,0,"{'title': 'the print shop 22 sb cs by the print shop', 'manufacturer': 'encore software', 'price': '', 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software Suite', 'modelno': '22SBCS'}","{'title': 'nova print explosion deluxe 3.0', 'manufacturer': '', 'price': 46.99, 'category': 'Design', 'subcategory': 'Graphic Design', 'platform': 'Mac', 'edition': 'Deluxe Edition', 'type': 'Software', 'modelno': 'NPE-30'}"
3345,364,2395,1,"{'title': 'adobe premiere elements 3.0 [ lb ]', 'manufacturer': 'adobe', 'price': 99.99, 'category': 'Video Editing Software', 'subcategory': 'Consumer Video Editing', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Software', 'modelno': '3.0'}","{'title': 'adobe premiere elements 3 video editing software for windows consumer video editing software', 'manufacturer': '', 'price': 99.95, 'category': 'Video Editing Software', 'subcategory': 'Consumer Video Editing', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Software', 'modelno': '3.0'}"
3346,779,309,0,"{'title': '3d home architect landscape v. 8 by encore software', 'manufacturer': 'encore software', 'price': 39.99, 'category': 'Home & Landscape Design', 'subcategory': 'Home Design Software', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Design', 'modelno': '8.0'}","{'title': 'adobe cs3 after effects academic', 'manufacturer': '', 'price': 329.99, 'category': 'Software', 'subcategory': 'Video Editing', 'platform': 'Windows', 'edition': 'Academic', 'type': 'Boxed', 'modelno': 'AXE-0329ACM'}"
3347,848,2714,0,"{'title': 'safekeeper plus', 'manufacturer': 'bling software', 'price': '', 'category': 'Security', 'subcategory': 'Password Managers', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'BSL-SPM-01'}","{'title': 'absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher', 'manufacturer': '', 'price': 80.97, 'category': 'Computer Security', 'subcategory': 'Tracking & Monitoring', 'platform': 'MacOS', 'edition': '3 Year License', 'type': 'Software', 'modelno': 'LFL-M2-36'}"
3348,808,535,1,"{'title': '3d home architect landscape designer v8', 'manufacturer': 'encore software', 'price': 29.99, 'category': '3D Modeling', 'subcategory': 'Architecture', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'V8'}","{'title': 'encore inc 3d home architect landscape designer v 8.0', 'manufacturer': '', 'price': 25.49, 'category': 'Software', 'subcategory': 'Design', 'platform': 'Windows', 'edition': 'Standard', 'type': '3D Modeling', 'modelno': 'V8'}"
3349,606,2570,0,"{'title': 'microsoft office 2004 professional ( mac )', 'manufacturer': 'microsoft', 'price': 499.99, 'category': 'Productivity Software', 'subcategory': 'Office Suites', 'platform': 'Mac', 'edition': 'Professional', 'type': 'Download', 'modelno': '2004'}","{'title': 'encore software 11930 hoyle south beach solitaire win 98 me 2000 xp', 'manufacturer': '', 'price': 7.69, 'category': 'Games', 'subcategory': 'Card Games', 'platform': 'Windows', 'edition': 'Legacy', 'type': 'Software', 'modelno': '11930'}"
3350,961,9,1,"{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony media', 'price': 129.95, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}","{'title': 'vegas movie studiodvd +8 plat', 'manufacturer': 'sony creative software', 'price': 92.99, 'category': '', 'subcategory': 'DVD', 'platform': 'Windows', 'edition': 'Platinum', 'type': 'Video Editing Software', 'modelno': 'VEGAS DVD Platinum 8'}"
3351,1014,2835,1,"{'title': 'elementary advantage 2008', 'manufacturer': 'encore', 'price': 39.99, 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '2008'}","{'title': 'elementary advantage 2008 encore', 'manufacturer': '', 'price': 39.95, 'category': 'Education', 'subcategory': 'Language Learning', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '2008'}"
3352,570,580,0,"{'title': 'professor teaches windows xp', 'manufacturer': 'individual software', 'price': 19.99, 'category': 'Software', 'subcategory': 'Operating Systems', 'platform': 'Windows', 'edition': 'Home', 'type': 'Educational Software', 'modelno': 'PTX-WINXP'}","{'title': 'adobe dreamweaver cs3 academic', 'manufacturer': 'adobe-education-box', 'price': 195.99, 'category': 'Software', 'subcategory': 'Web Design', 'platform': 'Mac', 'edition': 'Academic', 'type': 'Boxed', 'modelno': 'CS3'}"
3353,967,2280,0,"{'title': 'mavis beacon teaches typing 16', 'manufacturer': 'broderbund', 'price': 19.99, 'category': 'Education', 'subcategory': 'Typing Tutorials', 'platform': 'Windows', 'edition': '16th Edition', 'type': 'Software', 'modelno': 'MBTY16'}","{'title': 'encore software 10450 encore high school advantage v. 2007 complete product training/wbt 1 user complete product standard pc', 'manufacturer': '', 'price': 25.97, 'category': 'Education', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Complete Product Training', 'type': 'Web-Based Training', 'modelno': '10450'}"
3354,361,921,0,"{'title': 'adobe creative suite cs3 web standard upsell', 'manufacturer': 'adobe', 'price': 799.0, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Mac', 'edition': 'Web Standard', 'type': 'Upsell', 'modelno': 'CS3'}","{'title': 'adobe cs3 production premium', 'manufacturer': '', 'price': 1749.99, 'category': 'Video Editing', 'subcategory': 'Video Production Suites', 'platform': 'Windows', 'edition': 'Premium', 'type': 'Software', 'modelno': 'CS3PP'}"
3355,583,2308,0,"{'title': 'roxio popcorn 2 ( mac )', 'manufacturer': 'roxio', 'price': 49.95, 'category': 'Video Editing', 'subcategory': 'DVD & Blu-ray Software', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': 'Roxio Popcorn 2'}","{'title': 'adobe premiere pro cs3 video editing software for mac av production software', 'manufacturer': '', 'price': 798.95, 'category': 'Software', 'subcategory': 'Video Editing', 'platform': 'Mac', 'edition': 'CS3', 'type': 'Video Editing', 'modelno': 'NP10'}"
3356,557,2752,0,"{'title': 'adobe creative suite cs3 production premium', 'manufacturer': 'adobe', 'price': 1699.0, 'category': 'Software', 'subcategory': 'Creative Suites', 'platform': 'Mac', 'edition': 'Premium', 'type': 'Production', 'modelno': 'CS3'}","{'title': 'punch software 35100 punch ! professional home design suite ( small box )', 'manufacturer': 'punch software', 'price': 62.99, 'category': 'Home Design', 'subcategory': 'Software', 'platform': 'Windows', 'edition': 'Small Box', 'type': 'Design', 'modelno': 'PHS-SMBX'}"
3357,1171,2347,0,"{'title': 'stuffit deluxe 11', 'manufacturer': 'aladdin systems', 'price': 79.99, 'category': 'Compression', 'subcategory': 'File Compression', 'platform': 'Mac', 'edition': 'Standard', 'type': 'Software', 'modelno': '11.0'}","{'title': 'encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc', 'manufacturer': '', 'price': 17.97, 'category': 'Puzzle Games', 'subcategory': 'Board Games', 'platform': 'PC', 'edition': 'Complete Product', 'type': 'Puzzle Game', 'modelno': '10568'}"
3358,779,521,0,"{'title': '3d home architect landscape v. 8 by encore software', 'manufacturer': 'encore software', 'price': 39.99, 'category': 'Home & Garden', 'subcategory': 'Home Design', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '3DHALSV8'}","{'title': 'adobe cs3 design premium', 'manufacturer': '', 'price': 1865.99, 'category': 'Software', 'subcategory': 'Graphic Design', 'platform': 'Mac', 'edition': 'Premium', 'type': 'Suite', 'modelno': '2007'}"
3359,376,2050,0,"{'title': 'printmaster gold v 17.0', 'manufacturer': 'nova development', 'price': 19.95, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Desktop Publishing', 'modelno': '17.0'}","{'title': 'the printshop v22 deluxe', 'manufacturer': '', 'price': 29.9, 'category': 'Design Software', 'subcategory': 'Graphic Design', 'platform': 'Windows', 'edition': 'Deluxe', 'type': 'Desktop Application', 'modelno': 'DS-22-DL'}"
3360,888,1032,0,"{'title': 'microsoft oem 3pk xp home edition sp2 n09-01624 )', 'manufacturer': 'microsoft corporation', 'price': '', 'category': 'Operating Systems', 'subcategory': 'Windows XP', 'platform': 'Windows', 'edition': 'Home Edition', 'type': 'OEM', 'modelno': 'N09-01624'}","{'title': 'punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc', 'manufacturer': '', 'price': 45.97, 'category': 'Architecture', 'subcategory': 'Design Software', 'platform': 'Windows', 'edition': 'Complete Product', 'type': 'Desktop', 'modelno': '38100'}"
3361,267,2503,1,"{'title': 'adobe photoshop elements 5.0 / premier elements 3.0 [ lb ]', 'manufacturer': 'adobe', 'price': 149.99, 'category': 'Software', 'subcategory': 'Photo & Video Editing', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Video Editing', 'modelno': '5.0 / 3.0'}","{'title': 'adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software', 'manufacturer': '', 'price': 149.95, 'category': 'Software', 'subcategory': 'Graphics & Design', 'platform': 'Windows', 'edition': 'Elements', 'type': 'Video Editing', 'modelno': '5.0 / 3.0'}"
3362,628,276,1,"{'title': 'delorme topo usa mapping software 6.0 west region', 'manufacturer': 'delorme', 'price': 49.95, 'category': 'Software', 'subcategory': 'Mapping', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Topographic', 'modelno': '6.0'}","{'title': 'delorme mapping topo usa 6.0 west region', 'manufacturer': '', 'price': 43.36, 'category': 'Software', 'subcategory': 'Mapping', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Topographic', 'modelno': '6.0'}"
3363,271,2153,0,"{'title': 'microsoft office small business 2007', 'manufacturer': 'microsoft software', 'price': 735.33, 'category': 'Productivity Software', 'subcategory': 'Office Suites', 'platform': 'Windows', 'edition': 'Small Business', 'type': 'Software', 'modelno': 'SBS2007'}","{'title': 'mavis beacon teaches typing v17 deluxe pc/mac', 'manufacturer': '', 'price': 29.9, 'category': 'Education', 'subcategory': 'Typing & Keyboarding', 'platform': 'PC & Mac', 'edition': 'Deluxe', 'type': 'Software', 'modelno': 'MBT17D'}"
3364,998,2996,0,"{'title': 'reader rabbit playtime for baby and toddler', 'manufacturer': 'the learning company', 'price': 19.99, 'category': 'Education', 'subcategory': 'Learning Software', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': 'RLRBT'}","{'title': 'instant immersion 33 languages', 'manufacturer': 'topics entertainment', 'price': 43.99, 'category': 'Language Learning', 'subcategory': 'Software', 'platform': 'Mac', 'edition': 'Premium', 'type': 'Boxed', 'modelno': 'IM33-MAC-PRM'}"
3365,271,3187,0,"{'title': 'microsoft office small business 2007', 'manufacturer': 'microsoft software', 'price': 735.33, 'category': 'Productivity Software', 'subcategory': 'Office Suites', 'platform': 'Windows', 'edition': 'Small Business', 'type': 'Boxed Software', 'modelno': 'SBS07'}","{'title': 'microsoft office onenote 2007 complete package 1 pc cd win english', 'manufacturer': '', 'price': 78.99, 'category': 'Productivity Software', 'subcategory': 'Note-taking & Organization', 'platform': 'Windows', 'edition': 'Complete Package', 'type': 'Software', 'modelno': 'ONENOTE2007-CP-1P-WIN-EN'}"
3366,1018,771,1,"{'title': 'wheel of fortune deluxe', 'manufacturer': 'encore', 'price': 19.99, 'category': 'Games', 'subcategory': 'Puzzle', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '14130'}","{'title': 'encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista', 'manufacturer': '', 'price': 18.97, 'category': 'Games', 'subcategory': 'Puzzle', 'platform': 'Windows', 'edition': 'Standard', 'type': 'Software', 'modelno': '14130'}"
3367,883,2377,0,"{'title': 'adobe creative suite cs3 production premium', 'manufacturer': 'adobe', 'price': 1699.0, 'category': 'Software', 'subcategory': 'Design & Publishing', 'platform': 'Windows', 'edition': 'Premium', 'type': 'Suite', 'modelno': 'CS3'}","{'title': 'adobe after effects cs3 professional software for mac effects software', 'manufacturer': '', 'price': 998.95, 'category': 'Video Editing Software', 'subcategory': 'Adobe After Effects', 'platform': 'Mac', 'edition': 'CS3', 'type': 'Software', 'modelno': 'AAE031'}"
3368,513,2290,0,"{'title': 'mavis beacon typing 17 ( win/mac )', 'manufacturer': 'encore software', 'price': 19.99, 'category': 'Education', 'subcategory': 'Typing Tutors', 'platform': 'Windows & macOS', 'edition': 'Standard', 'type': 'Typing Tutor', 'modelno': '17.0'}","{'title': 'encore software 12361 encore elementary advantage 2008 training/wbt pc', 'manufacturer': '', 'price': 33.97, 'category': 'Education', 'subcategory': 'Elementary Education', 'platform': 'Windows', 'edition': 'Training', 'type': 'Software', 'modelno': '12361'}"
