,id,title,category,brand,modelno,price,query,category_predict,brand_predict
1694,1813,xantech 283tpd designer twin plug blink emitter,,xantech,283tpd,14.88,"{'title': 'xantech 283tpd designer twin plug blink emitter', 'brand': 'xantech', 'modelno': '283tpd', 'price': 14.88}","['electronics - general', 'stereos/audio', 'tv accessories', 'portable audio', 'car stereos']","['rca', 'cyber acoustics', 'xantech', 'dj tech', 'sennheiser']"
1499,1566,sony stick ac adapter with usb charging for vaio laptops,electronics - general,sony,vgp-ac19v51,99.0,"{'title': 'sony stick ac adapter with usb charging for vaio laptops', 'category': 'electronics - general', 'brand': 'sony', 'modelno': 'vgp-ac19v51', 'price': 99.0}","['photography - general', 'digital cameras', 'usb drives', 'electronics - general', 'camera and camcorder accessories']","['olympus', 'sony', 'polaroid', 'digipower', 'kodak']"
1160,1209,polaroid i1237 pink 12mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cia-1237pc,68.0,"{'title': 'polaroid i1237 pink 12mp digital camera w 3x optical zoom 2.7 lcd display', 'category': 'digital cameras', 'brand': 'polaroid', 'modelno': 'cia-1237pc', 'price': 68.0}","['usb drives', 'mp3', 'digital cameras', 'ipod', 'film cameras']","['topics ent', 'kodak', 'polaroid', 'simplism', 'speck']"
1543,1611,microsoft lifecam hd-6000 usb hd webcam 7pd-00001,electronics - general,microsoft,7pd-00001,36.97,"{'title': 'microsoft lifecam hd-6000 usb hd webcam 7pd-00001', 'category': 'electronics - general', 'brand': 'microsoft', 'modelno': '7pd-00001', 'price': 36.97}","['electronics - general', 'computers', 'mice', 'software', 'portable audio']","['avid technology', 'microsoft', 'nokia', 'msi', 'bluelounge']"
2099,2229,kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints,digital cameras,kodak,c1550 prpl bndl,89.0,"{'title': 'kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints', 'category': 'digital cameras', 'brand': 'kodak', 'modelno': 'c1550 prpl bndl', 'price': 89.0}","['photography - general', 'film cameras', 'usb drives', 'digital cameras', 'camcorders']","['fuji', 'sony', 'nikon', 'polaroid', 'kodak']"
14,14,gear head quick 1.3 mp webcam with night vision red black,electronics - general,gear head,wc1200red,15.98,"{'title': 'gear head quick 1.3 mp webcam with night vision red black', 'category': 'electronics - general', 'brand': 'gear head', 'modelno': 'wc1200red', 'price': 15.98}","['mice', 'automotive - general', 'electronics - general', 'portable audio', 'walkie-talkie/frs']","['jawbone', 'human toolz', 'gear head', 'wireless gear', 'visiontek']"
1908,2038,clarity professional xl45 digital extra loud cid big button speakerphone,electronics - general,clarity,54500.001,96.84,"{'title': 'clarity professional xl45 digital extra loud cid big button speakerphone', 'category': 'electronics - general', 'brand': 'clarity', 'modelno': '54500.001', 'price': 96.84}","['photography - general', 'software', 'portable audio', 'monitors', 'electronics - general']","['clarity', 'writeright', 'sharp', 'simplism', 'honest technology']"
1176,1226,sony cyber-shot dsc-t110 16mp digital camera red w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints,digital cameras,sony,dsc-t110 / r,219.99,"{'title': 'sony cyber-shot dsc-t110 16mp digital camera red w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints', 'category': 'digital cameras', 'brand': 'sony', 'modelno': 'dsc-t110 / r', 'price': 219.99}","['usb drives', 'film cameras', 'digital cameras', 'camcorders', 'photography - general']","['digipower', 'sony', 'kodak', 'polaroid', 'cyberpower']"
1385,1449,atlantic game central organizer,electronics - general,atlantic,38806138,63.99,"{'title': 'atlantic game central organizer', 'category': 'electronics - general', 'brand': 'atlantic', 'modelno': '38806138', 'price': 63.99}","['accessories apparel', 'tv accessories', 'electronics - general', 'handbags', 'computers']","['middle atlantic', 'atlantic', 'avid technology', 'microsoft', 'generic']"
1147,1196,mach speed mp3 mp4 armband,,mach speed,eclarm180,9.99,"{'title': 'mach speed mp3 mp4 armband', 'brand': 'mach speed', 'modelno': 'eclarm180', 'price': 9.99}","['mp3 accessories', 'accessories apparel', 'dvd accessories', 'mp3', 'electronics - general']","['gecko gear australia', 'speck', 'discgear', 'mach speed', 'simplism']"
856,891,sabrent sata to ide ultra ata mini converter board,electronics - general,sabrent,sbt-scide,10.88,"{'title': 'sabrent sata to ide ultra ata mini converter board', 'category': 'electronics - general', 'brand': 'sabrent', 'modelno': 'sbt-scide', 'price': 10.88}","['networking', 'walkie-talkie/frs', 'electronics - general', 'computers', 'automotive - general']","['svat electronics', 'rayovac', 'antec', 'sabrent', 'wintec']"
28,29,vantec nexstar mx dual 3.5 sata hard drive enclosure,electronics - general,,nst-400mx-s2,49.71,"{'title': 'vantec nexstar mx dual 3.5 sata hard drive enclosure', 'category': 'electronics - general', 'modelno': 'nst-400mx-s2', 'price': 49.71}","['photography - general', 'electronics - general', 'automotive - general', 'mp3 accessories', 'mice']","['vantec', 'grandtec', 'vtech', 'wintec', 'actiontec']"
1709,1833,scosche 1993-up select subaru power 4-speaker connector,car stereos,scosche,su03b,9.88,"{'title': 'scosche 1993-up select subaru power 4-speaker connector', 'category': 'car stereos', 'brand': 'scosche', 'modelno': 'su03b', 'price': 9.88}","['mp3', 'portable audio', 'automotive - general', 'car stereos', 'mp3 accessories']","['sakar', 'simplism', 'koss', 'scosche', 'speck']"
1172,1222,iwave ia300 universal car holder for gps and ipod iphone,car stereos,iwave,ia300,19.99,"{'title': 'iwave ia300 universal car holder for gps and ipod iphone', 'category': 'car stereos', 'brand': 'iwave', 'modelno': 'ia300', 'price': 19.99}","['portable audio', 'automotive - general', 'electronics - general', 'car stereos', 'mp3 accessories']","['quantum', 'iwave', 'i-tec electronics', 'ihome', 'igo']"
322,324,corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c,memory,corsair,twin2x4096-6400c5c,72.82,"{'title': 'corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c', 'category': 'memory', 'brand': 'corsair', 'modelno': 'twin2x4096-6400c5c', 'price': 72.82}","['networking', 'electronics - general', 'memory', 'hard drives', 'usb drives']","['corsair', 'crucial technology', 'guardian', 'kingston', 'msi']"
2139,2269,inland 4320 joules surgeguard rotating surge protector,electronics - general,,ipi03413,29.0,"{'title': 'inland 4320 joules surgeguard rotating surge protector', 'category': 'electronics - general', 'modelno': 'ipi03413', 'price': 29.0}","['networking', 'garden - general', 'computers', 'rugs', 'electronics - general']","['interlink', 'giinii', 'boise', 'innovera', 'inland']"
1414,1480,fellowes split design keyboard w microban protection,electronics - general,fellowes,98915,40.84,"{'title': 'fellowes split design keyboard w microban protection', 'category': 'electronics - general', 'brand': 'fellowes', 'modelno': '98915', 'price': 40.84}","['memory', 'electronics - general', 'monitors', 'computers', 'stationery & office machinery']","['fellowes', 'wintec', 'eveready', 'ibm', 'oxford']"
1558,1628,sirius outdoor home antenna,satellite radio,,sha1,42.64,"{'title': 'sirius outdoor home antenna', 'category': 'satellite radio', 'modelno': 'sha1', 'price': 42.64}","['television', 'satellite radio', 'walkie-talkie/frs', 'gps', 'dvd players']","['vizio', 'gemini', 'orbital', 'audiovox', 'sirius']"
801,831,premiertek hi-speed usb 2.0 to sata or ide 2.5 drive adapter,electronics - general,premiertek,side-0002,25.88,"{'title': 'premiertek hi-speed usb 2.0 to sata or ide 2.5 drive adapter', 'category': 'electronics - general', 'brand': 'premiertek', 'modelno': 'side-0002', 'price': 25.88}","['electronics - general', 'networking', 'mice', 'computers', 'desktop computers']","['premiertek', 'mainstays', 'wintec', 'visiontek', 'vantec']"
1251,1307,ge receptacle with safety shutters white,electronics - general,general electric,54263,0.0,"{'title': 'ge receptacle with safety shutters white', 'category': 'electronics - general', 'brand': 'general electric', 'modelno': '54263', 'price': 0.0}","['automotive - general', 'computers', 'electronics : flat panel tv', 'electronics - general', 'tv accessories']","['evga', 'siig', 'generic', 'ge', 'general electric']"
739,764,kensington underdesk comfort keyboard drawer with smartfit system,,,k60004us,27.88,"{'title': 'kensington underdesk comfort keyboard drawer with smartfit system', 'modelno': 'k60004us', 'price': 27.88}","['electronics - general', 'stationery & office machinery', 'furniture', 'mice', 'computers']","['keyspan', 'officemate', 'kensington', 'limited luxury', 'innovera']"
2323,2455,draper m2500 clarion fixed frame screen - 199 diagonal hdtv format,electronics - general,draper,252134,1177.99,"{'title': 'draper m2500 clarion fixed frame screen - 199 diagonal hdtv format', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '252134', 'price': 1177.99}","['electronics - general', 'desktop computers', 'monitors', 'automotive - general', 'computers']","['ibm', 'gemini', 'da-lite', 'victor', 'draper']"
256,258,motorola ear-piece with boom microphone,phones,motorola,56320,14.88,"{'title': 'motorola ear-piece with boom microphone', 'category': 'phones', 'brand': 'motorola', 'modelno': '56320', 'price': 14.88}","['computers', 'phones', 'laptop computers', 'post-paid cellphones', 'prepaid wireless phones']","['motorola', 'lenovo', 't-mobile', 'blackberry', 'plantronics']"
1566,1636,bic atlantis mechanical pencil 0.7 mm black 1-dozen,stationery & office machinery,bic,mpag11-blk,14.88,"{'title': 'bic atlantis mechanical pencil 0.7 mm black 1-dozen', 'category': 'stationery & office machinery', 'brand': 'bic', 'modelno': 'mpag11-blk', 'price': 14.88}","['monitors', 'soi items - grocery hba pets', 'computers', 'stationery & office machinery', 'handbags']","['bic', 'coby', 'generic', 'simplism', 'scotch']"
1923,2053,samsung 1gb ddr2 sdram desktop memory module,memory,samsung,mv-2v1g4 / us,22.88,"{'title': 'samsung 1gb ddr2 sdram desktop memory module', 'category': 'memory', 'brand': 'samsung', 'modelno': 'mv-2v1g4 / us', 'price': 22.88}","['television', 'hard drives', 'usb drives', 'computers', 'memory']","['ep memory', 'ibm', 'kingston', 'samsung', 'vivitar']"
1063,1105,penpower tooya pro usb graphics tablet,electronics - general,,swtab0001,89.88,"{'title': 'penpower tooya pro usb graphics tablet', 'category': 'electronics - general', 'modelno': 'swtab0001', 'price': 89.88}","['personal care', 'memory', 'networking', 'portable audio', 'electronics - general']","['sparkle power', 'power mate', 'cyberpower', 'penpower', 'powermat']"
752,777,acer black veriton ps.val03 .052 desktop pc with intel dual-core e7600 processor 320gb hard drive and windows 7 professional monitor not included,desktop computers,acer,ps.val03 .052,499.0,"{'title': 'acer black veriton ps.val03 .052 desktop pc with intel dual-core e7600 processor 320gb hard drive and windows 7 professional monitor not included', 'category': 'desktop computers', 'brand': 'acer', 'modelno': 'ps.val03 .052', 'price': 499.0}","['desktop computers', 'software', 'laptop computers', 'monitors', 'computers']","['acer', 'asus', 'vivitar', 'lenovo', 'dell']"
961,999,igo ps00291-0001 keyjuice micro mini usb cable,phone accessories,igo,ps00291-0001,7.88,"{'title': 'igo ps00291-0001 keyjuice micro mini usb cable', 'category': 'phone accessories', 'brand': 'igo', 'modelno': 'ps00291-0001', 'price': 7.88}","['post-paid cellphones', 'usb drives', 'mp3 accessories', 'phone accessories', 'prepaid wireless phones']","['igo', 'sakar', 'imation', 'speck', 'zagg']"
1730,1857,rubbermaid commercial blue wastebasket recycling side bin 4.75 qt,garden - general,rubbermaid commercial,295073be,9.49,"{'title': 'rubbermaid commercial blue wastebasket recycling side bin 4.75 qt', 'category': 'garden - general', 'brand': 'rubbermaid commercial', 'modelno': '295073be', 'price': 9.49}","['soi items - grocery hba pets', 'home care', 'storage', 'garden - general', 'rugs']","['generic', 'rubbermaid', 'national products ltd.', 'bic', 'rubbermaid commercial']"
590,607,draper high contrast grey signature series e electric screen - widescreen 190 diagonal,electronics - general,draper,111554,3518.45,"{'title': 'draper high contrast grey signature series e electric screen - widescreen 190 diagonal', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '111554', 'price': 3518.45}","['automotive - general', 'electronics - general', 'computers', 'monitors', 'printers']","['da-lite', 'philips', 'draper', 'wintec', 'victor']"
2236,2367,tandberg data 5678-2 slr100 cleaning cartridge,electronics - general,tandberg,5678-2,39.88,"{'title': 'tandberg data 5678-2 slr100 cleaning cartridge', 'category': 'electronics - general', 'brand': 'tandberg', 'modelno': '5678-2', 'price': 39.88}","['computers', 'electronics - general', 'memory', 'mp3', 'portable audio']","['terk', 'tandberg', 'atrend', 'wintec', 'topics ent']"
790,820,asus engt430 dc geforce gt430 1gb ddr3 graphics card,electronics - general,,engt430 dc s/di/1gd3,84.88,"{'title': 'asus engt430 dc geforce gt430 1gb ddr3 graphics card', 'category': 'electronics - general', 'modelno': 'engt430 dc s/di/1gd3', 'price': 84.88}","['electronics - general', 'laptop computers', 'monitors', 'computers', 'desktop computers']","['amd', 'asus', 'lenovo', 'acer', 'msi']"
1280,1336,case logic 16.2 laptop case gray,electronics - general,case logic,ula-116gray,27.8,"{'title': 'case logic 16.2 laptop case gray', 'category': 'electronics - general', 'brand': 'case logic', 'modelno': 'ula-116gray', 'price': 27.8}","['automotive - general', 'mp3', 'mp3 accessories', 'electronics - general', 'portable audio']","['magna case', 'maccase', 'solidtek', 'da-lite', 'case logic']"
1043,1084,wood push pin,,generic,wpp-70,0.0,"{'title': 'wood push pin', 'brand': 'generic', 'modelno': 'wpp-70', 'price': 0.0}","['stationery & office machinery', 'accessories apparel', 'hand tools', 'art & craft supplies', 'storage']","['generic', 'sharpie', 'velcro', 'post-it', 'avery']"
447,460,aleratec inc. 2.5 ide hard drive adapter 2pk .,electronics - general,aleratec,350116,22.0,"{'title': 'aleratec inc. 2.5 ide hard drive adapter 2pk .', 'category': 'electronics - general', 'brand': 'aleratec', 'modelno': '350116', 'price': 22.0}","['memory', 'computers', 'electronics - general', 'desktop computers', 'stationery & office machinery']","['aleratec', 'balt', 'alera', 'antec', 'zotac']"
1651,1764,lenovo black ideacentre a700 4024-5fu all-in-one desktop pc with intel core i3 processor 23 hd led backlit display windows 7 home premium 64-bit,desktop computers,lenovo,40245fu,979.0,"{'title': 'lenovo black ideacentre a700 4024-5fu all-in-one desktop pc with intel core i3 processor 23 hd led backlit display windows 7 home premium 64-bit', 'category': 'desktop computers', 'brand': 'lenovo', 'modelno': '40245fu', 'price': 979.0}","['hard drives', 'desktop computers', 'laptop computers', 'computers', 'monitors']","['vivitar', 'acer', 'msi', 'lenovo', 'asus']"
484,497,hon 310 series full-suspension file,storage,hon,315cpp,549.0,"{'title': 'hon 310 series full-suspension file', 'category': 'storage', 'brand': 'hon', 'modelno': '315cpp', 'price': 549.0}","['furniture', 'stationery & office machinery', 'storage', 'spices', 'soi items - grocery hba pets']","['sage', 'generic', 'atrend', 'hon', 'innovera']"
1020,1060,da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27590,4635.99,"{'title': 'da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format', 'category': 'electronics - general', 'brand': 'da-lite', 'modelno': '27590', 'price': 4635.99}","['automotive - general', 'memory', 'electronics - general', 'photography - general', 'computers']","['amd', 'roocase', 'draper', 'da-lite', 'case logic']"
1268,1324,kensington profit wired full size mouse,mice,kensington,k72343us,19.88,"{'title': 'kensington profit wired full size mouse', 'category': 'mice', 'brand': 'kensington', 'modelno': 'k72343us', 'price': 19.88}","['stationery & office machinery', 'software', 'mice', 'computers', 'rugs']","['elite', 'encore', 'microsoft', 'wintec', 'kensington']"
395,404,middle atlantic iec power cords 4 pieces,electronics - general,,,32.99,"{'title': 'middle atlantic iec power cords 4 pieces', 'category': 'electronics - general', 'price': 32.99}","['accessories apparel', 'phone accessories', 'networking', 'electronics - general', 'tv accessories']","['ematic', 'mobile edge', 'general electric', 'middle atlantic', 'atlantic']"
2113,2243,brother tx2411 p-touch tx laminated tape,stationery & office machinery,brother,tx2411,34.88,"{'title': 'brother tx2411 p-touch tx laminated tape', 'category': 'stationery & office machinery', 'brand': 'brother', 'modelno': 'tx2411', 'price': 34.88}","['soi items - grocery hba pets', 'stationery & office machinery', 'printers', 'home care', 'computers']","['generic', 'officemate', 'sharpie', 'brother', 'paper mate']"
927,964,maccase 13 macbook models,electronics - general,maccase,155611,63.96,"{'title': 'maccase 13 macbook models', 'category': 'electronics - general', 'brand': 'maccase', 'modelno': '155611', 'price': 63.96}","['automotive - general', 'computers', 'portable audio', 'electronics - general', 'handbags']","['case logic', 'apple', 'macsense', 'maccase', 'scosche']"
1950,2080,alera valencia series reversible return bridge shell,furniture,alera,va354824my,109.0,"{'title': 'alera valencia series reversible return bridge shell', 'category': 'furniture', 'brand': 'alera', 'modelno': 'va354824my', 'price': 109.0}","['stationery & office machinery', 'furniture', 'beverages', 'handbags', 'garden - general']","['alera', 'lavazza', 'norazza', 'dixie', 'aleratec']"
371,377,avery table of contents legal dividers 1-25,stationery & office machinery,avery,11370,6.47,"{'title': 'avery table of contents legal dividers 1-25', 'category': 'stationery & office machinery', 'brand': 'avery', 'modelno': '11370', 'price': 6.47}","['printers', 'stationery & office machinery', 'art & craft supplies', 'handbags', 'accessories apparel']","['avery', 'lexmark', 'sharpie', 'generic', 'avery personal creations']"
430,443,draper glass beaded signature series e electric screen - ntsc 11 diagonal,,draper,111364,2332.95,"{'title': 'draper glass beaded signature series e electric screen - ntsc 11 diagonal', 'brand': 'draper', 'modelno': '111364', 'price': 2332.95}","['electronics - general', 'printers', 'automotive - general', 'photography - general', 'computers']","['general electric', 'evga', 'da-lite', 'draper', 'roocase']"
144,145,case logic medium slr camera bag,photography - general,case logic,133827,47.99,"{'title': 'case logic medium slr camera bag', 'category': 'photography - general', 'brand': 'case logic', 'modelno': '133827', 'price': 47.99}","['mp3', 'photography - general', 'electronics - general', 'portable audio', 'mp3 accessories']","['speck', 'maccase', 'magna case', 'simplism', 'case logic']"
262,264,rubbermaid rotary desk organizer w supplies black,stationery & office machinery,rubbermaid,25001,21.94,"{'title': 'rubbermaid rotary desk organizer w supplies black', 'category': 'stationery & office machinery', 'brand': 'rubbermaid', 'modelno': '25001', 'price': 21.94}","['stationery & office machinery', 'home care', 'soi items - grocery hba pets', 'handbags', 'storage']","['rubbermaid', 'generic', 'rubbermaid commercial', 'redi-tag corporation', 'avery']"
1899,2029,toshiba 55 class lcd 1080p 120hz hdtv 55g310u,television,toshiba,55g310u,899.0,"{'title': 'toshiba 55 class lcd 1080p 120hz hdtv 55g310u', 'category': 'television', 'brand': 'toshiba', 'modelno': '55g310u', 'price': 899.0}","['television', 'computers', 'home theater', 'electronics : flat panel tv', 'dvd players']","['office star', 'magnavox', 'kenwood', 'toshiba', 'vizio']"
440,453,incipio ak-334 kaddy nylon folio for amazon kindle 3 black,mp3 accessories,incipio,ak-334,28.5,"{'title': 'incipio ak-334 kaddy nylon folio for amazon kindle 3 black', 'category': 'mp3 accessories', 'brand': 'incipio', 'modelno': 'ak-334', 'price': 28.5}","['ipod', 'mp3', 'stationery & office machinery', 'mp3 accessories', 'portable audio']","['quartet', 'speck', 'simplism', 'topics ent', 'incipio']"
824,855,endust lcd and plasma screen cleaner for small screens,electronics - general,endust,11575,17.84,"{'title': 'endust lcd and plasma screen cleaner for small screens', 'category': 'electronics - general', 'brand': 'endust', 'modelno': '11575', 'price': 17.84}","['computers', 'automotive - general', 'printers', 'electronics - general', 'toys - general']","['evga', 'wintec', 'startech', 'endust', 'solidtek']"
1184,1234,ge door stop alarm,electronics - general,ge,50246,9.24,"{'title': 'ge door stop alarm', 'category': 'electronics - general', 'brand': 'ge', 'modelno': '50246', 'price': 9.24}","['computers', 'phones', 'portable audio', 'electronics - general', 'garden - general']","['logitech', 'general electric', 'ibm', 'energizer', 'ge']"
2241,2372,cables to go usb 2.0 a b cable 9 feet white,,cables to go,13400,4.88,"{'title': 'cables to go usb 2.0 a b cable 9 feet white', 'brand': 'cables to go', 'modelno': '13400', 'price': 4.88}","['networking', 'photography - general', 'electronics - general', 'phone accessories', 'tv accessories']","['cables to go', 'just wireless', 'wireless gear', 'cables unlimited', 'da-lite']"
200,202,boss mp3 cd receiver speaker package system,car stereos,boss,655ck,78.0,"{'title': 'boss mp3 cd receiver speaker package system', 'category': 'car stereos', 'brand': 'boss', 'modelno': '655ck', 'price': 78.0}","['car stereos', 'mp3', 'furniture', 'automotive - general', 'portable audio']","['amp energy', 'boss', 'arkon', 'dj tech', 'genius']"
3,3,d-link dcs-1100 network camera,garden - general,,dcs-1100,99.82,"{'title': 'd-link dcs-1100 network camera', 'category': 'garden - general', 'modelno': 'dcs-1100', 'price': 99.82}","['electronics - general', 'hard drives', 'networking', 'memory', 'computers']","['dymo', 'link depot', 'dp video', 'interlink', 'd-link']"
986,1024,motorola xoom vehicle power adapter,laptop computers,motorola,89453n,26.99,"{'title': 'motorola xoom vehicle power adapter', 'category': 'laptop computers', 'brand': 'motorola', 'modelno': '89453n', 'price': 26.99}","['phones', 'desktop computers', 'laptop computers', 'post-paid cellphones', 'computers']","['motorola', 'blackberry', 'lenovo', 'acer', 'dell']"
945,983,hp cb278an hp 57 ink 500 page-yield tri-color,stationery & office machinery,hp,cb278an,50.05,"{'title': 'hp cb278an hp 57 ink 500 page-yield tri-color', 'category': 'stationery & office machinery', 'brand': 'hp', 'modelno': 'cb278an', 'price': 50.05}","['computers', 'printers', 'monitors', 'stationery & office machinery', 'desktop computers']","['pny', 'generic', 'sharpie', 'lexmark', 'hp']"
1540,1608,western digital wd scorpio blue 320gb 5400rpm 2.5 sata hard drive wdbabc3200anc,hard drives,western digital,wdbabc3200anc,51.12,"{'title': 'western digital wd scorpio blue 320gb 5400rpm 2.5 sata hard drive wdbabc3200anc', 'category': 'hard drives', 'brand': 'western digital', 'modelno': 'wdbabc3200anc', 'price': 51.12}","['desktop computers', 'hard drives', 'electronics - general', 'usb drives', 'computers']","['seagate', 'buffalo technology', 'western digital', 'microsoft', 'wintec']"
1304,1363,panasonic slimz over-ear headphone black pink rp-hx40-pk,electronics - general,panasonic,rp-hx40-pk,34.88,"{'title': 'panasonic slimz over-ear headphone black pink rp-hx40-pk', 'category': 'electronics - general', 'brand': 'panasonic', 'modelno': 'rp-hx40-pk', 'price': 34.88}","['electronics - general', 'phones', 'television', 'photography - general', 'monitors']","['philips', 'panasonic', 'viewsonic', 'generic', 'epson']"
1670,1787,rubbermaid commercial brute dome top swing door lid for plastic gray waste container 32 gal,storage,rubbermaid commercial,263788gy,87.97,"{'title': 'rubbermaid commercial brute dome top swing door lid for plastic gray waste container 32 gal', 'category': 'storage', 'brand': 'rubbermaid commercial', 'modelno': '263788gy', 'price': 87.97}","['house wares', 'soi items - grocery hba pets', 'storage', 'home care', 'garden - general']","['limited luxury', 'national products ltd.', 'rubbermaid commercial', 'generic', 'rubbermaid']"
1801,1929,serif craft artist scrapbooks,software,serif inc,casbusmbrt,28.88,"{'title': 'serif craft artist scrapbooks', 'category': 'software', 'brand': 'serif inc', 'modelno': 'casbusmbrt', 'price': 28.88}","['mp3', 'mp3 accessories', 'computers', 'stationery & office machinery', 'software']","['serif inc', 'avanquest', 'clickfree', 'adobe', 'serif']"
1350,1414,clarion vz401 7 single-din multimedia control station with usb port and built-in bluetooth,gps,clarion,vz401,499.99,"{'title': 'clarion vz401 7 single-din multimedia control station with usb port and built-in bluetooth', 'category': 'gps', 'brand': 'clarion', 'modelno': 'vz401', 'price': 499.99}","['automotive - general', 'handheld gps', 'walkie-talkie/frs', 'gps', 'car stereos']","['pioneer', 'tomtom', 'clarion', 'garmin', 'magellan']"
716,740,avery allstate-style legal side tab divider title a letter white 25 pack,stationery & office machinery,avery,82163,5.69,"{'title': 'avery allstate-style legal side tab divider title a letter white 25 pack', 'category': 'stationery & office machinery', 'brand': 'avery', 'modelno': '82163', 'price': 5.69}","['stationery & office machinery', 'rugs', 'accessories apparel', 'storage', 'handbags']","['avery personal creations', 'generic', 'avery', 'lexmark', 'sharpie']"
2021,2151,polaroid ultraclear screen protector bold 9000,mp3 accessories,,pscucbb9000,14.99,"{'title': 'polaroid ultraclear screen protector bold 9000', 'category': 'mp3 accessories', 'modelno': 'pscucbb9000', 'price': 14.99}","['mp3', 'usb drives', 'mp3 accessories', 'digital cameras', 'ipod']","['speck', 'digipower', 'polaroid', 'kodak', 'zebra']"
1629,1740,comprehensive f plug to bnc plug set of 25,tv accessories,comprehensive,fp-bp,59.75,"{'title': 'comprehensive f plug to bnc plug set of 25', 'category': 'tv accessories', 'brand': 'comprehensive', 'modelno': 'fp-bp', 'price': 59.75}","['satellite radio', 'dvd accessories', 'home theater', 'television', 'tv accessories']","['avid technology', 'cables unlimited', 'peerless', 'comprehensive', 'universal remote']"
591,608,draper glass beaded luma 2 manual screen - 15 diagonal ntsc format,electronics - general,draper,206043,653.45,"{'title': 'draper glass beaded luma 2 manual screen - 15 diagonal ntsc format', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '206043', 'price': 653.45}","['monitors', 'electronics - general', 'automotive - general', 'computers', 'printers']","['draper', 'generic', 'victor', 'philips', 'da-lite']"
1301,1359,sony bcvw1 ac charger for w series battery,,sony,bcvw1,44.88,"{'title': 'sony bcvw1 ac charger for w series battery', 'brand': 'sony', 'modelno': 'bcvw1', 'price': 44.88}","['camera and camcorder accessories', 'mp3 accessories', 'photography - general', 'electronics - general', 'dvd accessories']","['canon', 'sony', 'nikon', 'manfrotto', 'lowepro']"
1178,1228,sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints,digital cameras,,dsc-t110 / v,219.99,"{'title': 'sony cyber-shot dsc-t110 16mp digital camera violet w 4x optical zoom hd movie capture 3.0 touchscreen lcd w 50 bonus prints', 'category': 'digital cameras', 'modelno': 'dsc-t110 / v', 'price': 219.99}","['mp3 accessories', 'camcorders', 'digital cameras', 'usb drives', 'photography - general']","['kodak', 'sony', 'cyberpower', 'digipower', 'polaroid']"
1956,2086,sony cyber-shot dsc-w560 14mp compact camera blue w 4x optical zoom 720p movie 3.0 lcd w 50 bonus prints,digital cameras,sony,dsc-w560 / l,149.0,"{'title': 'sony cyber-shot dsc-w560 14mp compact camera blue w 4x optical zoom 720p movie 3.0 lcd w 50 bonus prints', 'category': 'digital cameras', 'brand': 'sony', 'modelno': 'dsc-w560 / l', 'price': 149.0}","['usb drives', 'digital cameras', 'photography - general', 'mp3', 'camcorders']","['polaroid', 'kodak', 'olympus', 'sony', 'digipower']"
216,218,griffin technology outfit gloss ipod touch 4g black,mp3 accessories,griffin technology,gb01967,24.99,"{'title': 'griffin technology outfit gloss ipod touch 4g black', 'category': 'mp3 accessories', 'brand': 'griffin technology', 'modelno': 'gb01967', 'price': 24.99}","['portable audio', 'mp3 accessories', 'mp3', 'electronics - general', 'ipod']","['diamond multimedia', 'griffin', 'speck', 'arkon', 'griffin technology']"
1812,1940,ambir ds490-as imagescan pro 490i duplex id card document scanner,electronics - general,ambir,ds490-as,307.54,"{'title': 'ambir ds490-as imagescan pro 490i duplex id card document scanner', 'category': 'electronics - general', 'brand': 'ambir', 'modelno': 'ds490-as', 'price': 307.54}","['video receiving & installation', 'automotive - general', 'computers', 'garden - general', 'electronics - general']","['amzer', 'draper', 'vtech', 'amd', 'ambir']"
1741,1868,q-see qsdb8209c 2.4 inches digital wireless monitoring system night vision and audio camera,garden - general,q-see,qsdb8209c,129.82,"{'title': 'q-see qsdb8209c 2.4 inches digital wireless monitoring system night vision and audio camera', 'category': 'garden - general', 'brand': 'q-see', 'modelno': 'qsdb8209c', 'price': 129.82}","['furniture', 'garden - general', 'fish finder', 'rugs', 'monitors']","['benq', 'quantum', 'visioneer', 'q-see', 'optoma']"
