,ltable_id,rtable_id,label,l_entity,r_entity
3587,9061,614,1,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""Mens Casio G-Shock Rangeman Alarm Chronograph Radio Controlled Watch GW-9400-1ER""', 'title': '  ""Mens Casio G-Shock Rangeman Alarm Chronograph Radio Controlled Watch GW-9400-1ER""', 'sku': {'title': '  ""Mens Casio G-Shock Rangeman Alarm Chronograph Radio Controlled Watch GW-9400-1ER""', 'sku': ""['gw94001er']""}}","{'title': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}, 'description': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-'}"
3588,4154,5758,1,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G-Shock Rangeman Reloj para hombre""@es ""Casio G-Shock hombre GW-9400-1ER nur 299 00 €""@es', 'title': 'G-Shock Rangeman Reloj para hombre', 'brand': 'Casio', 'color': 'N/A', 'gender': 'hombre', 'sku': 'GW-9400-1ER', 'diameter': 53}","{'title': '  ""Mens Casio G-Shock Rangeman Alarm Chronograph Radio Controlled Watch GW-9400-1ER""', 'sku': {'title': '  ""Mens Casio G-Shock Rangeman Alarm Chronograph Radio Controlled Watch GW-9400-1ER""', 'sku': ""['gw94001er']""}, 'description': '  ""Mens Casio G-Shock Rangeman Alarm Chronograph Radio Controlled Watch GW-9400-1ER""'}"
3589,765,8011,1,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G-Shock Rangeman Reloj para hombre""@es ""Casio G-Shock hombre GW-9400-1ER nur 299 00 €""@es', 'title': 'G-Shock Rangeman Reloj para hombre', 'brand': 'Casio', 'color': 'N/A', 'gender': 'hombre', 'sku': 'GW-9400-1ER', 'diameter': 53}","{'title': '  ""G-Shock Rangeman Herrenuhr""@de ""Casio G-Shock Herrenuhr GW-9400-1ER nur 299 00 €""@de  "" Artikel-N', 'sku': {'title': '  ""G-Shock Rangeman Herrenuhr""@de ""Casio G-Shock Herrenuhr GW-9400-1ER nur 299 00 €""@de  "" Artikel-N', 'sku': ""['4216gw94001er', 'gw94001er']""}, 'description': '  ""G-Shock Rangeman Herrenuhr""@de ""Casio G-Shock Herrenuhr GW-9400-1ER nur 299 00 €""@de  "" Artikel-N'}"
3590,4154,1954,1,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G-Shock Rangeman Reloj para hombre""@es ""Casio G-Shock hombre GW-9400-1ER nur 299 00 €""@es', 'title': 'G-Shock Rangeman Reloj para hombre', 'brand': 'Casio', 'color': 'N/A', 'gender': 'hombre', 'sku': 'GW-9400-1ER', 'diameter': 53}","{'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': {'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': ""['gw94001er']""}, 'description': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en'}"
3591,3373,8595,1,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': {'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': ""['gw94001er']""}}","{'title': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}, 'description': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-'}"
3592,8432,6722,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': {'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': ""['gw94001er']""}}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Roadster Series Men\'s Watch W62025V3""   ""See a beautiful diamond watch o'}"
3593,3977,810,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G-Shock Rangeman Herrenuhr""@de ""Casio G-Shock Herrenuhr GW-9400-1ER nur 299 00 €""@de  "" Artikel-N', 'title': '  ""G-Shock Rangeman Herrenuhr""@de ""Casio G-Shock Herrenuhr GW-9400-1ER nur 299 00 €""@de  "" Artikel-N', 'sku': {'title': '  ""G-Shock Rangeman Herrenuhr""@de ""Casio G-Shock Herrenuhr GW-9400-1ER nur 299 00 €""@de  "" Artikel-N', 'sku': ""['4216gw94001er', 'gw94001er']""}}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
3594,8432,6429,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': {'title': '  ""G Shock Rangeman Men´s Watch""@en ""Casio G Watch GW-9400-1ER nur € 299.00""@en', 'sku': ""['gw94001er']""}}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
3595,3213,4783,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'title': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W51028Q3""   ""See a beautiful diamond'}"
3596,765,8965,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G-Shock Rangeman Reloj para hombre""@es ""Casio G-Shock hombre GW-9400-1ER nur 299 00 €""@es', 'title': 'G-Shock Rangeman Reloj para hombre', 'brand': 'Casio', 'color': 'N/A', 'gender': 'hombre', 'sku': 'GW-9400-1ER', 'diameter': 53}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
3597,1282,8413,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'title': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}}","{'title': '  ""Michele Serein Diamond Watch"" ""Dynamic Filter""', 'sku': {'title': '  ""Michele Serein Diamond Watch"" ""Dynamic Filter""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Watch"" ""Dynamic Filter""'}"
3599,8865,714,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'title': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}}","{'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': {'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""'}"
3600,5755,3542,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  ""G-Shock Rangeman Reloj para hombre""@es ""Casio G-Shock hombre GW-9400-1ER nur 299 00 €""@es', 'title': 'G-Shock Rangeman Reloj para hombre', 'brand': 'Casio', 'color': 'N/A', 'gender': 'hombre', 'sku': 'GW-9400-1ER', 'diameter': 53}","{'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': {'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""'}"
3601,5812,274,0,"{'/productID': '[99963393]', '/mpn': '[gw94001er]', '/gtin13': '[4971850980643]', 'category': 'Jewelry', 'description': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'title': '  "" Casio Men\'s G-Shock Rangeman Alarm Chronograph Radio Controlled Watch""@en ""Men\'s Watch (GW-9400-', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': 0.0, 'description': '  ""TomTom Runner 2 Cardio+Music (Large) - Bleu""@fr "" Accessoires de running TomTom Bleu ""@fr'}"
3602,1595,6034,1,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thorou', 'title': 'Cartier Pasha W31079M7', 'color': 'Steel Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier Pasha W31079M7', 'brand': 'Cartier', 'color': 'Steel Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': '', 'description': '  ""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thorou'}"
3604,5868,4847,1,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thorou', 'title': 'Cartier Pasha W31079M7', 'color': 'Steel Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': 'Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': '', 'description': '  ""Cartier"", ""CartierCartier Pasha C Steel Black Unisex Watch W31079M7""  ""See a beautiful diamond wa'}"
3605,8604,3086,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier"", ""CartierCartier Pasha C Steel Black Unisex Watch W31079M7""  ""See a beautiful diamond wa', 'title': 'Cartier', 'color': 'Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Roadster Series Men\'s Watch W62025V3""   ""See a beautiful diamond watch o'}"
3606,3842,810,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thorou', 'title': 'Cartier Pasha W31079M7', 'color': 'Steel Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
3607,8604,4783,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier"", ""CartierCartier Pasha C Steel Black Unisex Watch W31079M7""  ""See a beautiful diamond wa', 'title': 'Cartier', 'color': 'Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W51028Q3""   ""See a beautiful diamond'}"
3609,3842,4398,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thorou', 'title': 'Cartier Pasha W31079M7', 'color': 'Steel Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': 'N/A', 'gender': 'Men', 'sku': 'W20098D6', 'diameter': 'N/A', 'description': '  ""Cartier"", ""CartierCartier Classic Santos Series Men\'s Watch W20098D6""  ""See a beautiful diamond w'}"
3610,8604,7256,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier"", ""CartierCartier Pasha C Steel Black Unisex Watch W31079M7""  ""See a beautiful diamond wa', 'title': 'Cartier', 'color': 'Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': 'N/A', 'gender': 'Men', 'sku': 'W20098D6', 'diameter': 'N/A', 'description': '  ""Cartier"", ""CartierCartier Classic Santos Series Men\'s Watch W20098D6""  ""See a beautiful diamond w'}"
3612,5868,7130,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier Pasha W31079M7"" W31079M7 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thorou', 'title': 'Cartier Pasha W31079M7', 'color': 'Steel Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': '', 'brand': 'Cartier', 'color': '', 'gender': 'W', 'sku': 'W20018D6', 'diameter': '', 'description': '  ""Cartier Santos W20018D6"" W20018D6 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thoro'}"
3613,5319,8702,0,"{'/productID': '[w31079m7]', 'brand': 'Cartier', 'category': 'Jewelry', 'description': '  ""Cartier"", ""CartierCartier Pasha C Steel Black Unisex Watch W31079M7""  ""See a beautiful diamond wa', 'title': 'Cartier', 'color': 'Black', 'gender': 'Unisex', 'sku': 'W31079M7', 'diameter': ''}","{'title': '', 'brand': 'Cartier', 'color': '', 'gender': 'W', 'sku': 'W20018D6', 'diameter': '', 'description': '  ""Cartier Santos W20018D6"" W20018D6 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thoro'}"
3615,4648,1926,1,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""Tissot T-Sport V8 Chronograph Men\'s Watch T36131672"" "" Tissot T36131672 | watchtag.com""  ""       ', 'title': ""Tissot T-Sport V8 Chronograph Men's Watch T36131672"", 'color': 'Stainless steel', 'gender': 'Men', 'sku': 'T36131672', 'diameter': '43mm'}","{'title': 'Tissot T36.1.316.72 43mm', 'brand': 'Tissot', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch '}"
3616,605,4434,1,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch ', 'title': 'Tissot T36.1.316.72 43mm', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm'}","{'title': 'Tissot T36.1.316.72 43mm', 'brand': 'Tissot', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch '}"
3617,4648,5855,1,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""Tissot T-Sport V8 Chronograph Men\'s Watch T36131672"" "" Tissot T36131672 | watchtag.com""  ""       ', 'title': ""Tissot T-Sport V8 Chronograph Men's Watch T36131672"", 'color': 'Stainless steel', 'gender': 'Men', 'sku': 'T36131672', 'diameter': '43mm'}","{'title': 'TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm', 'brand': 'Tissot', 'color': ""See a beautiful diamond watch or jewelry on our site you'd like to buy but just don't have all the money right now? We can help by offering you FREE layaway plan. Just give us toll-free call 1-877-577-TIME send an email sales@icedtime.com and we'll be glad take your order"", 'gender': '', 'sku': 'T36.1.316.72', 'diameter': '43mm', 'description': '  ""Tissot"" ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm""   ""See a beautiful diamond watch '}"
3618,7218,6945,1,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""Tissot"" ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm""   ""See a beautiful diamond watch ', 'title': 'TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm', 'color': ""See a beautiful diamond watch or jewelry on our site you'd like to buy but just don't have all the money right now? We can help by offering you FREE layaway plan. Just give us toll-free call 1-877-577-TIME send an email sales@icedtime.com and we'll be glad take your order"", 'gender': '', 'sku': 'T36.1.316.72', 'diameter': '43mm'}","{'title': ""Tissot Men's V8 Chronograph Watch"", 'brand': 'Tissot', 'color': 'ivory', 'gender': 'Men', 'sku': 'T36131672', 'diameter': '', 'description': '  "" Tissot Men\'s V8 Chronograph Watch""@en ""Men\'s Watch (T36131672) - WATCH SHOP.com™""@en  ""The Tisso'}"
3619,5227,5036,1,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch ', 'title': 'Tissot T36.1.316.72 43mm', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm'}","{'title': ""Tissot T-Sport V8 Chronograph Men's Watch T36131672"", 'brand': 'Tissot', 'color': 'Stainless steel', 'gender': 'Men', 'sku': 'T36131672', 'diameter': '43mm', 'description': '  ""Tissot T-Sport V8 Chronograph Men\'s Watch T36131672"" "" Tissot T36131672 | watchtag.com""  ""       '}"
3620,3739,6351,0,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  "" Tissot Men\'s V8 Chronograph Watch""@en ""Men\'s Watch (T36131672) - WATCH SHOP.com™""@en  ""The Tisso', 'title': ""Tissot Men's V8 Chronograph Watch"", 'color': 'ivory', 'gender': 'Men', 'sku': 'T36131672', 'diameter': ''}","{'title': 'T0290093303701', 'brand': 'Tissot', 'color': 'gold-tone PVD coating', 'gender': '', 'sku': '25.3mm Tissot Classi-T watch', 'diameter': '25.3mm', 'description': '  "" Tissot Classi-T Watch ""@en ""Tissot - T0290093303701 | Ben Bridge Jeweler""@en  ""25.3mm Tissot Cla'}"
3621,2327,82,0,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""Tissot T-Sport V8 Chronograph Men\'s Watch T36131672"" "" Tissot T36131672 | watchtag.com""  ""       ', 'title': ""Tissot T-Sport V8 Chronograph Men's Watch T36131672"", 'color': 'Stainless steel', 'gender': 'Men', 'sku': 'T36131672', 'diameter': '43mm'}","{'title': 'Tissot Couturier Quartz T035.439.11.051.00 GMT Gent', 'brand': 'Tissot', 'color': '', 'gender': 'Gent', 'sku': 'T0354391105100', 'diameter': '', 'description': '  ""Tissot Couturier Quartz T035.439.11.051.00 GMT Gent""@es catálogo oficial Laguardajoiers distribui'}"
3622,5227,5647,0,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch ', 'title': 'Tissot T36.1.316.72 43mm', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm'}","{'title': 'Tissot Couturier Quartz T035.439.11.051.00 GMT Gent', 'brand': 'Tissot', 'color': '', 'gender': 'Gent', 'sku': 'T0354391105100', 'diameter': '', 'description': '  ""Tissot Couturier Quartz T035.439.11.051.00 GMT Gent""@es catálogo oficial Laguardajoiers distribui'}"
3625,2009,5215,0,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""Tissot"" ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm""   ""See a beautiful diamond watch ', 'title': 'TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm', 'color': ""See a beautiful diamond watch or jewelry on our site you'd like to buy but just don't have all the money right now? We can help by offering you FREE layaway plan. Just give us toll-free call 1-877-577-TIME send an email sales@icedtime.com and we'll be glad take your order"", 'gender': '', 'sku': 'T36.1.316.72', 'diameter': '43mm'}","{'title': 'Tissot Couturier Quartz T035.439.11.051.00 GMT Gent', 'brand': 'Tissot', 'color': '', 'gender': 'Gent', 'sku': 'T0354391105100', 'diameter': '', 'description': '  ""Tissot Couturier Quartz T035.439.11.051.00 GMT Gent""@es catálogo oficial Laguardajoiers distribui'}"
3628,6199,6096,0,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch ', 'title': 'Tissot T36.1.316.72 43mm', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm'}","{'title': 'Tissot', 'brand': 'Tissot', 'color': '', 'gender': '', 'sku': 'T019.430.36.031.01', 'diameter': '40mm', 'description': '  ""Tissot"", ""TissotTissot Swiss Made Wrist Watch T019.430.36.031.01 40mm""  ""See a beautiful diamond '}"
3629,7081,4717,0,"{'/mpn': '[t36131672]', 'brand': 'Tissot', 'category': 'Jewelry', 'Condition': 'Brand New', 'Model No.': 'T36.1.316.72', 'Case Size': '43mm', 'Water Resistance': '100 Meters / 330 Feet', 'Movement': 'Quartz', 'Gender': 'Male', 'Warranty': '2 Year IcedTime.com', 'Item #': 'T36.1.316.72', 'MSRP': '$375.00', 'Brand': 'Tissot', 'description': '  ""TissotTissot Swiss Made Wrist Watch T36.1.316.72 43mm"", ""Tissot""  ""See a beautiful diamond watch ', 'title': 'Tissot T36.1.316.72 43mm', 'color': '', 'gender': '', 'sku': '', 'diameter': '43mm'}","{'title': 'Tissot', 'brand': 'Tissot', 'color': '', 'gender': '', 'sku': 'T019.430.36.031.01', 'diameter': '40mm', 'description': '  ""Tissot"" ""TissotTissot Swiss Made Wrist Watch T019.430.36.031.01 40mm""   ""See a beautiful diamond '}"
