,ltable_id,rtable_id,l_entity,r_entity,label
2058,1061,1061,"{
  ""title"": ""\""GoPro Hero3+ Rechargeable Battery\""@en Battery LN53806 - AHDBT-302 | SCAN UK""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""GoPro"",
  ""modelno"": ""AHDBT-302"",
  ""sku"": ""LN53806"",
  ""key_features"": [""Long battery life"", ""Compatibility with GoPro HERO3+ and HERO3"", ""Rechargeable""]
}
","{
  ""title"": ""\""GoPro Rechargeable Battery for HERO3 and HERO3+ (GoPro Official Accessory)\"" \""Camera & Photo Accessories - Page 131 | All Tech Toys\"""",
  ""category"": ""Camera & Photo Accessories"",
  ""subcategory"": ""GoPro Accessories"",
  ""brand"": ""GoPro"",
  ""modelno"": ""Rechargeable Battery for HERO3 and HERO3+"",
  ""sku"": ""All Tech Toys"",
  ""key_features"": [""Rechargeable"", ""Compatible with HERO3 and HERO3+"", ""Official GoPro accessory""]
}
",1
2059,59,59,"{
  ""title"": ""\""Canon PowerShot SX60 HS\"" \"" Canon HS - 9543B001 Digital Cameras CDW.com"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""Point & Shoot"",
  ""brand"": ""Canon"",
  ""modelno"": ""SX60 HS"",
  ""sku"": ""9543B001"",
  ""key_features"": [""35x Optical Zoom"", ""20.2 Megapixel CMOS Sensor"", ""Full HD Video Recording""]
}
","{
  ""title"": '""PowerShot SX60 HS""@en ""Canon PowerShot HS | Canon Online Store""@en',
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""Bridge Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""PowerShot SX60 HS"",
  ""sku"": null,
  ""sku_url"": null,
  ""description"": ""The Canon PowerShot SX60 HS is a powerful and versatile bridge camera with a 65x optical zoom lens."",
  ""price"": 429.99,
  ""price_currency"": ""USD"",
  ""discount"": 100,
  ""discount_currency"": ""USD"",
  ""key_features"": [""65x Optical Zoom"", ""21.1 Megapixel CMOS Sensor"", ""3.0\"" LCD Screen"", ""Full HD 1080p Video Recording""]
}
",1
2060,1051,1051,"{
  ""title"": ""Bateria Para Leica GEB121""@es bateria Pentax Baterias y cargadores Sokkia theodolite Gowin kolida ""Baterias topografia para estacion totales Topcon leica ""@es Bateria,
  ""category"": ""Electronics"",
  ""subcategory"": ""Batteries & Chargers"",
  ""brand"": ""Leica"",
  ""modelno"": ""GEB121"",
  ""sku"": ""Bateria Para Leica GEB121"",
  ""key_features"": [""Compatibility with Leica devices"", ""Long battery life"", ""Fast charging""]
}
","{
  ""title"": ""\""Batteria Per Leica GEB121\""@it Batteria per Stazioni Totali TPS 1000 e 2000 GEB187 Batterie leica GEB211 Betteria 400/700/800/1100 GEB221 Stazione Totale Ricaricabile Ni-M \""@it GEB121 Gps GEB111"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Leica"",
  ""modelno"": ""GEB121"",
  ""sku"": ""Batteria Per Leica GEB121"",
  ""key_features"": [""Compatible with Leica cameras"", ""Long battery life"", ""Fast charging""]
}
",1
2061,508,508,"{'title': 'SanDisk Extreme Pro - flash memory card 64 GB SDXC UHS-I Series', 'category': 'Electronics', 'subcategory': 'Memory & Storage', 'brand': 'SanDisk', 'modelno': 'SDSDXXY-64G-G25', 'sku': 'SDSDXXY-64G-G25-AMZN', 'key_features': ['UHS-I', 'Up to 95 MB/s read speed', 'U3 A1', 'VPG-65', 'RescuePRO Deluxe data recovery software']}","{
  ""title"": ""\""SanDisk Extreme Pro SDXC 95MB/sec UHSI Card 64GB"" UHS-I -"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Memory & Storage"",
  ""brand"": ""SanDisk"",
  ""modelno"": ""Extreme Pro SDXC 64GB"",
  ""sku"": ""SDSDXXY-64G-G46A"",
  ""key_features"": [""95MB/sec"", ""UHSI"", ""UHS-I"", ""64GB"", ""SDXC""]
}
",1
2062,326,1255,"{
  ""title"": ""\""Canon EOS BG-E14 Batterij Grip 70D/80D - Prijzen \""@NL Tweakers\""@NL"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""BG-E14"",
  ""sku"": ""70D/80D"",
  ""key_features"": [""Battery Grip"", ""70D/80D Compatibility"", ""Improved Grip and Battery Life""]
}
","{
  ""title"": ""\""CANON Poignée Grip BG-E21 (Eos 6D Mark II)""@fr II) - 4549292087512 Avis""@fr"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Canon"",
  ""modelno"": ""BG-E21"",
  ""sku"": ""Eos 6D Mark II"",
  ""key_features"": [""Battery Grip"", ""6D Mark II Compatibility"", ""Improved Grip and Balance""]
}
",0
2063,558,558,"{
  ""title"": ""\""Kupo 40\"" Black Extension Grip Arm\""@en Arm KG203511 - Filmtools\""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Kupo"",
  ""modelno"": ""KG203511"",
  ""sku"": ""EXT-40-BLA"",
  ""key_features"": [""Extension arm"", ""Grip"", ""Black"", ""40 inches""]
}
",,1
2064,622,951,"{'title': '""WEBCAM LOGITEC C920-C HD 1080P 30FPS""', 'category': 'Electronics', 'subcategory': 'Cameras & Optics', 'brand': 'Logitech', 'modelno': 'C920-C', 'sku': 'HD 1080P 30FPS', 'key_features': ['1080p resolution', '30fps', 'HD camera']}","{
  ""title"": ""Logitech HD Webcam C310@en-US Accessories - Page 5 | EISF""@en-US,
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Logitech"",
  ""modelno"": ""C310"",
  ""sku"": ""LOGI-C310"",
  ""key_features"": [""HD"", ""Webcam""]
}
",0
2065,1331,1331,"{
  ""title"": ""\""Savage 11 TH XP 300WSM NIKON\""@en, NIKON ""@en NIKON""@en"",
  ""category"": ""Hunting Rifles"",
  ""subcategory"": ""Centerfire Rifles"",
  ""brand"": ""Savage Arms"",
  ""modelno"": ""11 TH XP 300WSM"",
  ""sku"": ""SAV-11THXP300WSM"",
  ""key_features"": [""AccuTrigger"", ""AccuStock"", ""Threaded Barrel""]
}
","{
  ""title"": ""\""Savage 11 Trophy Hunter XP Package, Bolt Action, .300 WSM, Nikon BDC Scope, 4+1 Rounds\"""",
  ""category"": ""Sports"",
  ""subcategory"": ""Hunting"",
  ""brand"": ""Savage"",
  ""modelno"": ""11 Trophy Hunter XP Package"",
  ""sku"": ""Bolt-Action-.300-WSM-Nikon-BDC-Scope-41-Rounds"",
  ""key_features"": [""Bolt Action"", "".300 WSM"", ""Nikon BDC Scope"", ""4+1 Rounds"", ""Brand: Savage""]
}
",1
2066,519,910,"{'title': '""Sony Cyber-shot Digital Camera RX100 II, 20.2MP, Black""@en II 20.2MP Black (DSCRX100M2/B)""@en', 'category': 'Electronics', 'subcategory': 'Cameras', 'brand': 'Sony', 'modelno': 'DSCRX100M2/B', 'sku': '20.2MP Black', 'key_features': ['20.2MP sensor', 'HD video recording', '3.6x zoom']}","{
  ""title"": ""Savage 19676 11 TROPHY HUNTER XP 223 NIKON""@en NIKON $480.00""@en"",
  ""category"": ""Sports"",
  ""subcategory"": ""Hunting"",
  ""brand"": ""Savage"",
  ""modelno"": ""19676"",
  ""sku"": ""19676"",
  ""key_features"": [""Trophy Hunter XP"", ""223"", ""NIKON"", ""Rifle""]
}
",0
2067,1051,1051,"{
  ""title"": ""\""Bateria Para Leica GEB121\""@es bateria Pentax Baterias y cargadores Sokkia theodolite Gowin kolida \""Baterias topografia para estacion totales Topcon leica \""@es Bateria"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Leica"",
  ""modelno"": ""GEB121"",
  ""sku"": ""Bateria-Para-Leica-GEB121"",
  ""key_features"": [""Long battery life"", ""Compatibility with Leica cameras"", ""Charges quickly""]
}
","{'title': 'Batteria Per Leica GEB121 @it Batteria per Stazioni Totali TPS 1000 e 2000 GEB187 Batterie leica GEB211 Betteria 400/700/800/1100 GEB221 Stazione Totale Ricaricabile Ni-M @it GEB121 Gps GEB111', 'category': 'Electronics', 'subcategory': 'Accessories', 'brand': 'Leica', 'modelno': 'GEB121', 'sku': 'GEB121-BAT', 'key_features': ['Long Battery Life', 'Compatibility', 'Fast Charging']}",1
2068,472,472,"{
  ""title"": ""D-Link DCS-2332L Cámara de Seguridad HD WiFi Visión Nocturna""@es Nocturna |PcComponentes ""@es"",
  ""category"": ""Cameras"",
  ""subcategory"": ""IP Cameras"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCS-2332L"",
  ""sku"": ""2332L"",
  ""key_features"": [""HD WiFi"", ""WiFi Visión Nocturna"", ""PTZ"", ""Exterior Almohadilla""]
}
","{'title': 'Outdoor HD Wireless Day/Night Cloud Camera@nb DCS-2332L Outdoor Camera | D-Link Norge@nb', 'category': 'Electronics', 'subcategory': 'Security & Surveillance', 'brand': 'D-Link', 'modelno': 'DCS-2332L', 'sku': 'N/A', 'key_features': ['HD', 'Wireless', 'Day/Night', 'Cloud Camera']}",1
2069,824,909,"{'title': '""GoPro Casey Case for GoPro HERO Cameras""@en Cameras ABSSC-001 - Filmtools""@en', 'category': 'Cameras', 'subcategory': 'GoPro Cases', 'brand': 'Casey', 'modelno': 'ABSSC-001', 'sku': 'Filmtools', 'key_features': ['Protective Case', 'Compatibility with GoPro HERO Cameras']}","{
  ""title"": ""\""MCOCEAN 7 in 1 Accessories Kit for GoPro Hero 4/ 3+/ 3/ 2/ SJCAM and Xiaomi Yi Camera\""@en-US \""Sports & Action Video Cameras - Page 4 | Come As You Arts\""@en-US"",
  ""category"": ""Sports & Action Video Cameras"",
  ""subcategory"": ""Accessories Kits"",
  ""brand"": ""MCOCEAN"",
  ""modelno"": ""7 in 1 Accessories Kit"",
  ""sku"": ""MCOCEAN"",
  ""key_features"": [""Compatibility with GoPro Hero 4/3+/3/2/SJCAM and Xiaomi Yi Camera"", ""7-in-1 Accessory Kit"", ""Wide Range of Accessories""]
}
",0
2070,737,737,"{
  ""title"": ""\""Canon ST-E3-RT Speedlite Transmitter\""@en \"" Canon Transmitter Radio-controlled two-way transmitter for multiple-flash setups at Crutchfield.com \""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Flashes & Accessories"",
  ""brand"": ""Canon"",
  ""modelno"": ""ST-E3-RT"",
  ""sku"": ""1364C001"",
  ""key_features"": [""Radio-controlled"", ""Two-way transmitter"", ""Multiple-flash setups""]
}
","{
  ""title"": '""Canon ST-E3-RT Speedlite Transmitter""@en-US ""Remote Triggers | Come As You Arts""@en-US',
  ""category"": ""Photography"",
  ""subcategory"": ""Camera Accessories"",
  ""brand"": ""Canon"",
  ""modelno"": ""ST-E3-RT"",
  ""sku"": null,
  ""sku_link"": null,
  ""description"": ""The Canon ST-E3-RT Speedlite Transmitter allows you to wirelessly control multiple off-camera flashes with ease."",
  ""price"": 399.99,
  ""price_link"": null,
  ""image_link"": null,
  ""key_features"": [""Wireless Control of Off-Camera Flashes"", ""Long Range Triggering"", ""Compatible with Canon E-TTL System""]
}
",1
2071,1061,1064,,"{
  ""title"": ""BATERIA CAMARA GOPRO BATTERY BACPAC HERO"",
  ""category"": ""Batteries & Chargers"",
  ""subcategory"": ""GoPro Batteries"",
  ""brand"": ""BATERIA"",
  ""modelno"": ""BATERIA GoPro Battery"",
  ""sku"": ""BACPAC HERO"",
  ""key_features"": [""Long battery life"", ""Fast charging"", ""Compatibility with GoPro Hero cameras""]
}
",0
2072,624,624,"{'title': 'LUMIXÂ® GX1Body 16 Megapixel Compact System Camera (No Lens)', 'category': 'Electronics', 'subcategory': 'Cameras', 'brand': 'Panasonic', 'modelno': 'DMC-GX1BODY', 'sku': 'GX1BODY', 'key_features': ['16 Megapixel', 'Compact System Camera', 'No Lens']}","{
  ""title"": ""\"" LUMIX® GX1Body 16 Megapixel Compact System Camera (No Lens) ""@en, DMC-GX1BODY ""@en ""Panasonic Product Support - DMC-GX1SBODY""@en"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""Compact System Cameras"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""GX1Body"",
  ""sku"": ""DMC-GX1BODY"",
  ""sku_url"": ""https://www.panasonic.com/us/support/digital-cameras-camcorders/dmc-gx1sbody-compact-system-camera"",
  ""description"": ""The LUMIX GX1Body is a versatile and compact system camera that delivers excellent image quality and performance."",
  ""price"": 499.99,
  ""price_currency"": ""USD"",
  ""discount"": 50,
  ""discount_currency"": ""USD"",
  ""key_features"": [""16.0 Megapixel Live MOS Sensor"", ""3.0\"" Touchscreen LCD"", ""Full HD Video Recording""]
}
",1
2073,13,1029,"{
  ""title"": ""\""Canon BG-E11 - battery grip\"" \"" Canon grip 5261B001 Digital Camera Accessories CDW.com"",
  ""category"": ""Digital Camera Accessories"",
  ""subcategory"": ""Battery Grips"",
  ""brand"": ""Canon"",
  ""modelno"": ""5261B001"",
  ""sku"": ""BG-E11"",
  ""key_features"": [""Improved ergonomics"", ""Additional battery capacity"", ""Weather-resistant design""]
}
","{
  ""title"": ""\""Canon BG-E16 Camera Battery Grip \""@en | 9130B001 Novatech\""@en"",
  ""category"": ""Digital Camera Accessories"",
  ""subcategory"": ""Battery Grips"",
  ""brand"": ""Canon"",
  ""modelno"": ""BG-E16"",
  ""sku"": ""9130B001"",
  ""key_features"": [""Improved ergonomics"", ""Additional battery capacity"", ""Weather-sealed design"", ""Compatibility with EOS R series cameras""]
}
",0
2074,84,1130,"{'title': 'CÃ¡mara CANON SX510 Negra', 'category': 'Cameras', 'subcategory': 'Point & Shoot', 'brand': 'Canon', 'modelno': 'SX510', 'sku': 'SKU12345', 'key_features': ['20.3 MP CMOS Sensor', '3.0-inch LCD', 'Full HD 1080p Video']}","{
  ""title"": ""\""Webcam Logitech C930e\""@pt C930e (960-000972) - PCDIGA""@pt"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Accessories"",
  ""brand"": ""Logitech"",
  ""modelno"": ""C930e"",
  ""sku"": ""960-000972"",
  ""key_features"": [""1080p resolution"", ""Full HD video"", ""Wide-angle view""]
}
",0
2075,318,1065,"{
  ""title"": ""\""Manfrotto 190 Aluminium 4 Section Tripod - Black\""@en Black LN67506 MT190XPRO4 | SCAN UK\""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Tripods"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""MT190XPRO4"",
  ""sku"": ""LN67506"",
  ""key_features"": [""4-section aluminum legs"", ""3-way panhead"", ""Maximum height: 155cm"", ""Folded size: 45cm""]
}
","{
  ""title"": ""\""ViewSonic VFD820-50 8-Inch Digital Photo Frame (Black)\""@en-US \""Accessories - Page 151 | EISF\""@en-US"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Photo & Video Accessories"",
  ""brand"": ""ViewSonic"",
  ""modelno"": ""VFD820-50"",
  ""sku"": ""Black"",
  ""key_features"": [""8-Inch Digital Photo Frame"", ""Various Color Options"", ""Easy Sharing""]
}
",0
2076,453,444,"{
  ""title"": ""\""<at>8.1-Megapixel Digital Camera with 2.5\"" LCD, iA Technology, Brown DMC-FX33T@en\"", \""<at>DMC-FX33T - PanasonicB2C@en\"""",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""DMC-FX33T"",
  ""sku"": ""Brown DMC-FX33T"",
  ""key_features"": [""iA Technology"", ""2.5\"" LCD""]
}
","{
  ""title"": ""\""Panasonic Lumix DMC-FX55 (Silver)\""@en, \"" Panasonic (Silver) \""@en Prices - CNET\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Camcorders"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""Lumix DMC-FX55"",
  ""sku"": ""Silver"",
  ""key_features"": [""HD Recording"", ""Intelligent Auto Focus""]
}
",0
2077,866,348,"{
  ""title"": ""\""Canon EF-S 55-250mm f 4-5.6 IS STM Telephoto Zoom Lens\""@en Lens (8546B002)""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Lenses"",
  ""brand"": ""Canon"",
  ""modelno"": ""8546B002"",
  ""sku"": ""RF286886"",
  ""key_features"": [""IS STM"", ""Telephoto Zoom""]
}
","{'title': 'Jumelle Conquest Hd 10 X 42 Zeiss', 'category': 'Binoculars', 'subcategory': 'Birdwatching & Wildlife', 'brand': 'Conquest', 'modelno': 'HD 10 x 42 Zeiss', 'sku': 'BN00789', 'key_features': ['High Definition', 'Zeiss Optics', 'Waterproof']}",0
2078,1279,555,"{
  ""title"": ""\""GoPro HDMI Cable\""@en \"" GoPro | Unique Photo \""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""GoPro"",
  ""modelno"": ""HDMI Cable"",
  ""sku"": ""GPRO-HDMI-CBL"",
  ""key_features"": [""High-quality construction"", ""Compatibility with GoPro cameras"", ""Easy to use""]
}
",,0
2079,491,1374,"{
  ""title"": ""\""Aluratek 7\"" Digital Photo Frame\"" Aluratek Frame - ADPF07SF Camera Accessories CDW.com"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Photo Frames"",
  ""brand"": ""Aluratek"",
  ""modelno"": ""ADPF07SF"",
  ""sku"": ""Camera Accessories"",
  ""key_features"": [""Wi-Fi enabled"", ""Compatible with various media formats"", ""Easy to set up""]
}
","{
  ""title"": ""\""Aluratek - 7 inch Digital Photo Frame\""@en-US"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Accessories"",
  ""brand"": ""Aluratek"",
  ""modelno"": ""7-inch"",
  ""sku"": ""Digital Photo Frame"",
  ""key_features"": [""7-inch display"", ""HD resolution"", ""Wi-Fi connectivity"", ""Bluetooth compatibility""]
}
",0
2080,1046,389,"{'title': 'Savage 11 TH XP 308 NIKON', 'category': 'Hunting Rifles', 'subcategory': 'Centerfire Rifles', 'brand': 'Savage Arms', 'modelno': '11 TH XP 308', 'sku': 'SV11THXP308', 'key_features': ['AccuTrigger', 'AccuStock', 'Threaded Barrel']}","{
  ""title"": ""\""Sony FDR-AX33 Zwart - Prijzen \""@NL Tweakers\""@NL"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Sony"",
  ""modelno"": ""FDRAX33"",
  ""sku"": ""FDR-AX33"",
  ""key_features"": [""4K HD video recording"", ""HDMI output"", ""Wi-Fi connectivity""]
}
",0
2081,1034,1034,"{'title': 'DCS-2132L HD Camera', 'category': 'Security', 'subcategory': 'Surveillance Cameras', 'brand': 'D-Link', 'modelno': 'DCS-2132L', 'sku': '1234567890', 'key_features': ['HD resolution', 'Wireless connectivity', 'Cloud integration']}","{
  ""title"": ""\""HD Wireless Cloud Camera\""@fi \""DCS-2132L HD Camera | D-Link Finland\""@fi"",
  ""category"": ""Home Security Cameras"",
  ""subcategory"": ""Wireless Cameras"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCS-2132L"",
  ""sku"": ""2132L"",
  ""key_features"": [""HD resolution"", ""Wireless connectivity"", ""Cloud support""]
}
",1
2082,1130,632,"{
  ""title"": ""\""Logitech Webcam C930e\""@es"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Logitech"",
  ""modelno"": ""C930e"",
  ""sku"": ""LC930EA"",
  ""key_features"": [""1080p Full HD video"", ""Autofocus"", ""360-degree panorama""]
}
","{'title': 'Netgear Arlo Smart Home Security Kit@en Security@en', 'category': 'Electronics', 'subcategory': 'Security & Surveillance', 'brand': 'NETGEAR', 'modelno': 'Not specified', 'sku': 'Not specified', 'key_features': ['Smart Home Security', 'Not specified']}",0
2083,1013,638,"{
  ""title"": ""\""Canon EF 85mm f/1.8 USM Lens\""@en \""Camera Lenses :: Canon Lens - Onestop Digital\""@en"",
  ""category"": ""Camera Lenses"",
  ""subcategory"": ""Canon Lens"",
  ""brand"": ""Canon"",
  ""modelno"": ""EF 85mm f/1.8 USM"",
  ""sku"": ""85mm f/1.8 USM"",
  ""key_features"": [""USM focus motor"", ""Compact and lightweight design"", ""Optical image stabilization""]
}
","{
  ""title"": ""\""Canon EF 85mm f/1.8 USM Lens\""@en \""Camera Lenses :: Canon Lens - Onestop Digital\""@en"",
  ""category"": ""Camera Lenses"",
  ""subcategory"": ""Canon Lenses"",
  ""brand"": ""Canon"",
  ""modelno"": ""EF 85mm f/1.8 USM"",
  ""sku"": null,
  ""sku_url"": null,
  ""key_features"": [""Fast f/1.8 maximum aperture"", ""Smooth and quiet USM focus"", ""Circular aperture for soft backgrounds""]
}
",0
2084,410,142,"{'title': 'GoPro Jaws Flex Clamp Mount', 'category': 'Camera Accessories', 'subcategory': 'Mounts & Brackets', 'brand': 'GoPro', 'modelno': 'Jaws Flex Clamp Mount', 'sku': 'GPRO-JAWCF', 'key_features': ['Flexible clamp design', 'Secure grip', 'Universal compatibility']}","{
  ""title"": ""\""Manfrotto 4-Section Carbon Fiber Tripod MT055CXPRO4\""@en MT055CXPRO4 - Filmtools\""@en"",
  ""category"": ""Camera Accessories"",
  ""subcategory"": ""Tripods"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""MT055CXPRO4"",
  ""sku"": ""MT055CXPRO4"",
  ""key_features"": [""Carbon fiber construction"", ""4-section legs"", ""Quick-release plate""]
}
",0
2085,1262,532,"{
  ""title"": ""Caméscope de poing NXCAM AVCHD XAVC SONY HDTV PXW-X200 - Zoom 12x HXR-NX100 >"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Sony"",
  ""modelno"": ""PXW-X200"",
  ""sku"": ""HXR-NX100"",
  ""key_features"": [""12x Zoom"", ""AVCHD"", ""XAVC"", ""HDTV""]
}
","{'title': 'Metabones Canon EF Lens to Sony E Mount T Speed Booster ULTRA 0.71x', 'category': 'Cameras', 'subcategory': 'Lens Adapters', 'brand': 'Metabones', 'modelno': 'Canon EF Lens to Sony E Mount T Speed Booster ULTRA 0.71x', 'sku': 'Metabones 0.71x | WTS Broadcast', 'key_features': ['0.71x focal length reduction', 'Full-frame coverage', 'Auto focus and iris control', 'Supports electronic aperture control']}",0
2086,464,326,"{
  ""title"": ""\""Canon BG-E21 Battery Grip voor EOS 6D mark II - Prijzen \""@NL Tweakers\""@NL"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""BG-E21"",
  ""sku"": ""BG-E21-001"",
  ""key_features"": [""Battery compatibility"", ""Improved grip"", ""Weather resistance""]
}
","{
  ""title"": ""\""Used Canon BG-E14 Battery Grip for EOS 70D A - Excellent\""@en \"" Used Camera Accessories | Unique Photo \""@en"",
  ""category"": ""Used Camera Accessories"",
  ""subcategory"": ""Battery Grips"",
  ""brand"": ""Canon"",
  ""modelno"": ""BG-E14"",
  ""sku"": null,
  ""key_features"": [""Compatibility with EOS 70D"", ""Improved ergonomics"", ""Additional battery capacity""]
}
",0
2087,129,129,"{'title': 'Fujifilm Instax Mini 8 Deal- Pink Camera, 3 Packs of Film and Bag', 'category': 'Cameras', 'subcategory': 'Instant Cameras', 'brand': 'Fujifilm', 'modelno': 'Instax Mini 8', 'sku': 'Pink Camera, 3 Packs of Film and Bag', 'key_features': ['Instant Photography', 'Portable', 'Easy to Use']}","{
  ""title"": ""\""Fujifilm INSTAX Mini 8 Instant Film Camera (Pink)\"" \"" Fujifilm (Pink) – Pictureline"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Fujifilm"",
  ""modelno"": ""INSTAX Mini 8"",
  ""sku"": ""Pink"",
  ""sku_url"": ""https://www.pictureline.com/fujifilm-instax-mini-8-instant-film-camera-pink"",
  ""description"": ""The Fujifilm INSTAX Mini 8 Instant Film Camera is a fun and easy-to-use camera that allows you to instantly print and share your photos."",
  ""price"": 69.99,
  ""price_currency"": ""USD"",
  ""availability"": ""In Stock"",
  ""key_features"": [""Instant Film Printing"", ""Credit Card Size Prints"", ""Selfie Mode"", ""Close-Up Lens Attachment""]
}
",1
2088,907,348,"{
  ""title"": ""\""Canon EF 24-70mm f/2.8L II USM Lens - 5175B002\"" 5175B002 Texas Media Systems"",
  ""category"": ""Photography"",
  ""subcategory"": ""Lenses"",
  ""brand"": ""Canon"",
  ""modelno"": ""5175B002"",
  ""sku"": ""24-70mm-f28-ii-usm"",
  ""key_features"": [""High-speed autofocus"", ""Low dispersion glass"", ""Dust and water resistant""]
}
","{'title': 'Jumelle Conquest Hd 10 X 42 Zeiss', 'category': 'Optics', 'subcategory': 'Binoculars', 'brand': 'Zeiss', 'modelno': 'Conquest HD 10 x 42', 'sku': '654321', 'key_features': ['High magnification', 'Wide field of view', 'Fast focus', 'Waterproof']}",0
2089,1045,551,"{'title': 'Fujifilm Instax Mini 8 Deal- Black Camera, 3 Packs of Film and Bag', 'category': 'Cameras', 'subcategory': 'Instant Cameras', 'brand': 'Fujifilm', 'modelno': 'Instax Mini 8', 'sku': 'Black', 'key_features': ['Instant Film Camera', '3 Packs of Film', 'Camera Bag']}","{'title': 'Sony HDR-CX110 HD Handycam Camcorder (Blue)', 'category': 'Camcorders', 'subcategory': 'HD Camcorders', 'brand': 'Sony', 'modelno': 'HDR-CX110', 'sku': '(Blue)', 'key_features': ['Full HD Recording', 'Optical SteadyShot', '3.0-inch LCD Screen']}",0
2090,742,1120,"{
  ""title"": ""\""Olympus M.ZUIKO DIGITAL ED 40-150mm f 2.8 PRO Lens\""@en \""Buy Olympus Lens at Connection Public Sector Solutions\""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Camera Lenses"",
  ""brand"": ""Olympus"",
  ""modelno"": ""M.ZUIKO DIGITAL ED 40-150mm f 2.8 PRO"",
  ""sku"": ""Lens - H-HS40150"",
  ""key_features"": [""Professional Quality"", ""40-150mm Focal Length"", ""Fast f/2.8 Aperture""]
}
","{'title': '""Canon EOS 5D Mark IV DSLR Camera with 24-105mm f/4L II Lens""@en Lens 1483C010 - Media Distributors""@en', 'category': 'Photography', 'subcategory': 'Digital Cameras', 'brand': 'Canon', 'modelno': 'EOS 5D Mark IV', 'sku': '1483C010', 'key_features': ['30.4 MP full-frame CMOS sensor', 'Dual Pixel CMOS AF', '4K video recording']}",0
2091,85,85,"{
  ""title"": ""\""Canon Deluxe Gadget Bag 10EG (Holds 2 Cameras and 5 to 8 Lenses)\""@en Lenses) (6231A001)\""@en"",
  ""category"": ""Camera Bags"",
  ""subcategory"": ""Gadget Bags"",
  ""brand"": ""Canon"",
  ""modelno"": ""10EG"",
  ""sku"": ""6231A001"",
  ""key_features"": [""Holds 2 Cameras"", ""Holds 5 to 8 Lenses"", ""Deluxe Bag""]
}
","{'title': '""Canon Gadget Bag 10EG Deluxe"" "" Canon Deluxe - 6231A001 Camera & Camcorder Cases CDW.com', 'category': 'Camera Bags', 'subcategory': 'Gadget Bags', 'brand': 'Canon', 'modelno': '10EG Deluxe', 'sku': '6231A001', 'key_features': ['Deluxe', 'Camera & Camcorder Cases']}",1
2092,99,993,"{'title': 'GoPro - HERO5 Black 4K Action Camera', 'category': 'Electronics', 'subcategory': 'Cameras', 'brand': 'GoPro', 'modelno': 'HERO5 Black', 'sku': 'GPRO-HERO5-BLK', 'key_features': ['4K video recording', 'Wi-Fi and Bluetooth connectivity', 'Touch screen display']}","{
  ""title"": ""\""GoPro Hero 6 Black"" Black - iCentre Malta Apple"""",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""GoPro"",
  ""modelno"": ""Hero 6 Black"",
  ""sku"": ""GPH6B"",
  ""key_features"": [""4K video recording"", ""5MP photos"", ""Wi-Fi and Bluetooth""]
}
",0
